sample_id,source_model,gold_label,gate_prob_lr,gate_prob_hg,max_prob,answer_len
case_e1a1eabb7859833d,Llama-3.1-8B-Instruct,0,0.210394,0.354466,0.035356,165
case_5553bf8d0da6c306,Mistral-7B-Instruct-v0.1,0,0.216717,0.416873,0.038257,167
case_1be2c82e1a07e0be,Mistral-7B-Instruct-v0.3,0,0.214466,0.070163,0.035525,289
case_6bafac8c86daa217,Llama-2-7b-chat-hf,1,0.650452,0.664744,0.414378,420
case_a48e2162d6c5be13,Llama-3.1-8B-Instruct,0,0.521062,0.580001,0.336003,253
case_62245b725b8113e1,Mistral-7B-Instruct-v0.1,0,0.47489,0.400149,0.2126,241
case_4d71300124dfb072,Mistral-7B-Instruct-v0.3,0,0.576024,0.745219,0.183396,335
case_f235f6514c8fab65,Llama-2-7b-chat-hf,1,0.691862,0.639267,0.446445,435
case_99562eca1557b824,Llama-3.1-8B-Instruct,0,0.217633,0.232082,0.034134,382
case_36377d9fa2c8f688,Mistral-7B-Instruct-v0.1,1,0.594651,0.488827,0.140776,271
case_00fe7ed699f8e74c,Mistral-7B-Instruct-v0.3,0,0.518074,0.542022,0.117062,232
case_13e8239b8db486db,Llama-2-7b-chat-hf,0,0.499007,0.208404,0.415124,203
case_490bc38ea6030600,Llama-3.1-8B-Instruct,0,0.385421,0.12425,0.364878,82
case_3dbf1fc238fb58e2,Mistral-7B-Instruct-v0.1,0,0.445434,0.19792,0.331288,100
case_c70c8f2d7d8eca4e,Mistral-7B-Instruct-v0.3,0,0.348284,0.251442,0.308996,69
case_3d658854f0c847a2,Llama-2-7b-chat-hf,0,0.25385,0.073517,0.066713,363
case_42ff426da64b0fcd,Llama-3.1-8B-Instruct,0,0.210768,0.010649,0.03348,202
case_9566d34902643687,Mistral-7B-Instruct-v0.1,0,0.223961,0.288271,0.043525,147
case_0a693d0dc8e66bfd,Mistral-7B-Instruct-v0.3,0,0.224194,0.120371,0.047376,246
case_472b9aedef5bbb9a,Llama-2-7b-chat-hf,0,0.421906,0.196015,0.351384,193
case_7f63624670275df7,Llama-3.1-8B-Instruct,0,0.29852,0.263016,0.323558,92
case_142d1814ebc5fab7,Mistral-7B-Instruct-v0.1,0,0.28682,0.304552,0.320463,85
case_144252c72717624c,Mistral-7B-Instruct-v0.3,0,0.286821,0.304552,0.320464,85
case_03f0736b43ab35e4,Llama-2-7b-chat-hf,1,0.434961,0.116203,0.385103,137
case_5638b5407737716c,Llama-3.1-8B-Instruct,0,0.211391,0.19307,0.032042,140
case_baf232944ef5ad5b,Mistral-7B-Instruct-v0.1,1,0.303472,0.321941,0.334478,86
case_26563340650b46b7,Mistral-7B-Instruct-v0.3,0,0.25122,0.184159,0.059513,245
case_b0d3f8f2f5c96f92,Llama-2-7b-chat-hf,0,0.809782,0.907318,0.303017,690
case_03ffd8dd2cfda47e,Llama-3.1-8B-Instruct,0,0.545125,0.376794,0.399504,216
case_7ef478934e9b738f,Mistral-7B-Instruct-v0.1,1,0.211259,0.035494,0.032294,198
case_56e67651551832fb,Mistral-7B-Instruct-v0.3,1,0.748242,0.691946,0.305276,393
case_f70aadede4313e61,Llama-2-7b-chat-hf,1,0.911207,0.967971,0.485329,926
case_2140b30ae47495d2,Llama-3.1-8B-Instruct,0,0.204103,0.034856,0.025923,176
case_a6396405abec92a0,Mistral-7B-Instruct-v0.1,0,0.209172,0.007535,0.029704,203
case_fc0a4e3c3b38846c,Mistral-7B-Instruct-v0.3,0,0.267371,0.386127,0.059909,211
case_416dd68421f9089c,Llama-2-7b-chat-hf,1,0.931887,0.986108,0.582139,691
case_eac47d01f1b0d7a4,Llama-3.1-8B-Instruct,1,0.661347,0.755257,0.372192,390
case_e5c14373c4c03bca,Mistral-7B-Instruct-v0.1,1,0.755059,0.768914,0.370158,559
case_1d0dc79bc8257471,Mistral-7B-Instruct-v0.3,0,0.510237,0.814722,0.138981,418
case_46e49833f178c451,Llama-2-7b-chat-hf,0,0.589829,0.66707,0.245003,351
case_636565fe9eb40d0d,Llama-3.1-8B-Instruct,0,0.532589,0.594281,0.20924,283
case_3fa3fe2659f602e7,Mistral-7B-Instruct-v0.1,1,0.21333,0.103915,0.050634,133
case_8a712798e68dc1e3,Mistral-7B-Instruct-v0.3,0,0.612858,0.688989,0.319933,356
case_1b69823089ec4e9e,Llama-2-7b-chat-hf,1,0.821173,0.297949,0.369325,403
case_3492f005da3ca222,Llama-3.1-8B-Instruct,1,0.30719,0.190157,0.263142,141
case_beb2660be7382ebf,Mistral-7B-Instruct-v0.1,0,0.243108,0.178997,0.173599,88
case_1346db5cc747678b,Mistral-7B-Instruct-v0.3,0,0.484426,0.338261,0.1846,192
case_9c106d44dbea871a,Llama-2-7b-chat-hf,0,0.26878,0.195748,0.055896,389
case_3c0e45e8bcfc6be0,Llama-3.1-8B-Instruct,0,0.20337,0.027018,0.036309,75
case_78b17cc19d302d5f,Mistral-7B-Instruct-v0.1,0,0.219026,0.174841,0.053319,214
case_946c747043e55c2c,Mistral-7B-Instruct-v0.3,0,0.453047,0.330328,0.085351,370
case_390e75448c6e9abf,Llama-2-7b-chat-hf,0,0.660641,0.726851,0.400089,323
case_45c95f3cc8d59ee2,Llama-3.1-8B-Instruct,0,0.45541,0.089322,0.383694,147
case_f424bac58c0bb243,Mistral-7B-Instruct-v0.1,0,0.379956,0.217541,0.335641,83
case_d2d9dceee0b9b7e1,Mistral-7B-Instruct-v0.3,0,0.47025,0.232269,0.3273,143
case_90a294365ab5ac36,Llama-2-7b-chat-hf,0,0.640832,0.458589,0.183538,400
case_a2d53bb226811c04,Llama-3.1-8B-Instruct,0,0.204829,0.088965,0.032135,147
case_59d4da4bd58fd9e7,Mistral-7B-Instruct-v0.1,0,0.26168,0.264692,0.055975,108
case_41777f83c0f449cd,Mistral-7B-Instruct-v0.3,0,0.584811,0.529687,0.140367,309
case_3a75bb590c722f78,Llama-2-7b-chat-hf,1,0.866524,0.932701,0.512746,718
case_40829ae415818df9,Llama-3.1-8B-Instruct,0,0.867447,0.971035,0.573921,474
case_7846b832167a5808,Mistral-7B-Instruct-v0.1,0,0.471667,0.361019,0.373953,332
case_3262eaccb01845ff,Mistral-7B-Instruct-v0.3,1,0.347209,0.385438,0.299148,360
case_bd772fdbc51fb7c9,Llama-2-7b-chat-hf,1,0.780506,0.904167,0.504083,552
case_634946c01b261aee,Llama-3.1-8B-Instruct,0,0.219748,0.102716,0.051642,337
case_c34c951901ef4f86,Mistral-7B-Instruct-v0.1,1,0.394794,0.273702,0.337854,338
case_3a07e38ea881d098,Mistral-7B-Instruct-v0.3,1,0.790217,0.879304,0.495276,637
case_481375bccbec35a5,Llama-2-7b-chat-hf,0,0.86184,0.836171,0.483771,475
case_04169c389135f878,Llama-3.1-8B-Instruct,0,0.751154,0.749391,0.462285,404
case_0e56c85b9435a71f,Mistral-7B-Instruct-v0.1,0,0.722419,0.454188,0.447401,368
case_8fbdf3366279e36a,Mistral-7B-Instruct-v0.3,0,0.685875,0.354015,0.439395,338
case_f4d646431b7229f3,Llama-2-7b-chat-hf,1,0.984873,0.991862,0.494747,1226
case_695ae3d8c77cf2b5,Llama-3.1-8B-Instruct,0,0.317199,0.300528,0.09764,442
case_fe1867f9b5475e01,Mistral-7B-Instruct-v0.1,1,0.87861,0.974549,0.552286,1892
case_f5dac88a73a25c1d,Mistral-7B-Instruct-v0.3,0,0.972309,0.939393,0.442032,1069
case_80dc8ea1f160f3b6,Llama-2-7b-chat-hf,1,0.709485,0.829405,0.48576,363
case_3962159289f83d25,Llama-3.1-8B-Instruct,0,0.391626,0.193484,0.271459,121
case_5ca79a8248930921,Mistral-7B-Instruct-v0.1,1,0.758086,0.747025,0.497002,419
case_40c921e6818e4076,Mistral-7B-Instruct-v0.3,0,0.546104,0.387914,0.240927,181
case_9e80df2c7c2b039b,Llama-2-7b-chat-hf,1,0.875433,0.824498,0.47206,473
case_fa3b8a439c280fbd,Llama-3.1-8B-Instruct,0,0.266885,0.244337,0.068803,234
case_f9cfb69c9087e993,Mistral-7B-Instruct-v0.1,0,0.28361,0.519185,0.076028,308
case_49a73316a5276ec8,Mistral-7B-Instruct-v0.3,0,0.214457,0.107367,0.039805,376
case_d05c8076a26b48f6,Llama-2-7b-chat-hf,1,0.79011,0.946304,0.476487,551
case_28cca8baf2b749ca,Llama-3.1-8B-Instruct,0,0.299608,0.289589,0.287385,166
case_1773a20a172326f9,Mistral-7B-Instruct-v0.1,1,0.722841,0.76495,0.455963,435
case_be158c84f2e18401,Mistral-7B-Instruct-v0.3,0,0.591137,0.612271,0.426254,291
case_bf7bf47e943a5163,Llama-2-7b-chat-hf,1,0.703915,0.782748,0.436919,523
case_7cdcfc3cc721471e,Llama-3.1-8B-Instruct,0,0.20966,0.006233,0.033955,180
case_ead64c1ad914d997,Mistral-7B-Instruct-v0.1,0,0.217926,0.357206,0.039974,193
case_bf7aedc9ad24e1e5,Mistral-7B-Instruct-v0.3,1,0.670783,0.411701,0.291207,263
case_12c5826b565a2329,Llama-2-7b-chat-hf,0,0.680762,0.329089,0.445765,365
case_4607830376075877,Llama-3.1-8B-Instruct,0,0.316902,0.469621,0.333554,70
case_46a2f6d409a55e87,Mistral-7B-Instruct-v0.1,0,0.397106,0.527578,0.365924,106
case_74df7845de689cf1,Mistral-7B-Instruct-v0.3,0,0.318563,0.218909,0.332354,105
case_36213dfc1af8c084,Llama-2-7b-chat-hf,1,0.356658,0.154985,0.331549,130
case_33cac839b9be0143,Llama-3.1-8B-Instruct,0,0.202414,0.006683,0.032142,70
case_43ccb0b7d1cecd3d,Mistral-7B-Instruct-v0.1,1,0.311502,0.250241,0.317092,97
case_780863056677c1e3,Mistral-7B-Instruct-v0.3,0,0.219609,0.065198,0.038852,213
case_6597210d70d4f726,Llama-2-7b-chat-hf,0,0.309255,0.458695,0.322557,144
case_bbddd345399d9f95,Llama-3.1-8B-Instruct,0,0.229048,0.356923,0.268893,112
case_b6b80108bd4406bb,Mistral-7B-Instruct-v0.1,0,0.229048,0.356923,0.268893,112
case_c936d1c3f4f53ac7,Mistral-7B-Instruct-v0.3,0,0.210771,0.416306,0.255477,108
case_6575e93e9dc3752e,Llama-2-7b-chat-hf,1,0.331782,0.418307,0.340137,145
case_e098c8afb24ba38f,Llama-3.1-8B-Instruct,0,0.38224,0.621129,0.129508,268
case_3e58cd460a693c89,Mistral-7B-Instruct-v0.1,0,0.215805,0.298979,0.040365,133
case_030d5290428c6aeb,Mistral-7B-Instruct-v0.3,0,0.201299,0.008253,0.028133,223
case_e02e8d7495b80742,Llama-2-7b-chat-hf,0,0.638487,0.630744,0.39269,318
case_0acd4b4322a125bf,Llama-3.1-8B-Instruct,0,0.5575,0.43878,0.415534,186
case_bd48b4a61f65ccbc,Mistral-7B-Instruct-v0.1,0,0.740534,0.814244,0.462614,395
case_467a22929032feee,Mistral-7B-Instruct-v0.3,0,0.783904,0.859491,0.293426,493
case_76bb88370f14f5ca,Llama-2-7b-chat-hf,1,0.842688,0.81581,0.23504,607
case_c844dad93470b6ca,Llama-3.1-8B-Instruct,0,0.209219,0.092667,0.034345,86
case_f8d63606f21c2e93,Mistral-7B-Instruct-v0.1,1,0.416518,0.15094,0.295211,130
case_0a5356fab5190704,Mistral-7B-Instruct-v0.3,0,0.21612,0.287569,0.033,246
case_c3832a97058aa944,Llama-2-7b-chat-hf,1,0.663088,0.478523,0.446848,371
case_79f9c183e451a14a,Llama-3.1-8B-Instruct,0,0.334644,0.328379,0.322709,158
case_a6fad46a3f5c1507,Mistral-7B-Instruct-v0.1,0,0.251544,0.361967,0.312557,81
case_d6f124d7351dfdfa,Mistral-7B-Instruct-v0.3,0,0.293243,0.431426,0.323538,125
case_a8ce2927c083225f,Llama-2-7b-chat-hf,1,0.718747,0.781834,0.439933,378
case_bae0ae3decd55c59,Llama-3.1-8B-Instruct,0,0.218339,0.073694,0.037093,297
case_e6eb1832b902414c,Mistral-7B-Instruct-v0.1,1,0.318773,0.163566,0.278488,87
case_d0d60247c9ea30c8,Mistral-7B-Instruct-v0.3,0,0.749642,0.524585,0.181194,524
case_a930f3e5e87bbc0d,Llama-2-7b-chat-hf,0,0.745264,0.886341,0.318433,480
case_850860bb8f5625a4,Llama-3.1-8B-Instruct,0,0.43526,0.338172,0.179138,108
case_4ee75cfa3a601cdd,Mistral-7B-Instruct-v0.1,1,0.315221,0.329065,0.346301,96
case_8d301d7f1ad51b18,Mistral-7B-Instruct-v0.3,0,0.415085,0.472802,0.130856,230
case_f88179b656df7317,Llama-2-7b-chat-hf,1,0.842756,0.753708,0.306996,584
case_fc3756bb754efad8,Llama-3.1-8B-Instruct,0,0.216809,0.150316,0.036803,252
case_4d7796997be93cf4,Mistral-7B-Instruct-v0.1,1,0.874321,0.917649,0.487244,654
case_e0de894ed5496bb4,Mistral-7B-Instruct-v0.3,0,0.254151,0.169548,0.058052,523
case_93486881c874e22b,Llama-2-7b-chat-hf,1,0.683478,0.568086,0.337998,346
case_33fe639e59ef119d,Llama-3.1-8B-Instruct,0,0.296822,0.236954,0.109447,290
case_15bc9ed96dd2f075,Mistral-7B-Instruct-v0.1,1,0.503292,0.617686,0.245915,267
case_39bed4b7f79018fc,Mistral-7B-Instruct-v0.3,1,0.762865,0.464831,0.412364,326
case_76d8043347ab2ea0,Llama-2-7b-chat-hf,1,0.459084,0.503279,0.085125,572
case_ebccadb6b4064855,Llama-3.1-8B-Instruct,0,0.627981,0.737805,0.424144,250
case_190e7f24bc0e7c41,Mistral-7B-Instruct-v0.1,0,0.603964,0.663157,0.42175,251
case_609fac1419eb5615,Mistral-7B-Instruct-v0.3,0,0.637335,0.635206,0.457494,240
case_363b5b61d3c0bfd9,Llama-2-7b-chat-hf,1,0.908264,0.961933,0.423171,1146
case_5470027df9fbf79d,Llama-3.1-8B-Instruct,0,0.276811,0.333219,0.066138,300
case_1b04d2c56f3c4288,Mistral-7B-Instruct-v0.1,1,0.555461,0.432979,0.424591,207
case_1dd5d9d96510bbac,Mistral-7B-Instruct-v0.3,0,0.229267,0.299242,0.045962,389
case_6989f66abcf7ca22,Llama-2-7b-chat-hf,1,0.814726,0.878198,0.493721,600
case_bdfceca5214f7965,Llama-3.1-8B-Instruct,0,0.475603,0.424859,0.181331,90
case_3d9e489c4727dab3,Mistral-7B-Instruct-v0.1,1,0.703458,0.630602,0.439152,371
case_781dea5fc76af568,Mistral-7B-Instruct-v0.3,0,0.481001,0.389385,0.137543,159
case_e2697f3615dcb6e5,Llama-2-7b-chat-hf,0,0.613575,0.623849,0.104763,903
case_70fb2a064fd58d83,Llama-3.1-8B-Instruct,0,0.449767,0.352769,0.319302,155
case_d80fda9026df871c,Mistral-7B-Instruct-v0.1,0,0.797935,0.752951,0.383225,530
case_2eb0990966f9821f,Mistral-7B-Instruct-v0.3,0,0.798768,0.77102,0.37069,488
case_8eba113fb7afa771,Llama-2-7b-chat-hf,0,0.662777,0.846127,0.397906,396
case_71870f3a2a5820df,Llama-3.1-8B-Instruct,0,0.311696,0.333737,0.348353,172
case_c6bc6c490a088c06,Mistral-7B-Instruct-v0.1,1,0.622951,0.470223,0.234824,326
case_c9fc72d4d616cfff,Mistral-7B-Instruct-v0.3,0,0.411949,0.36134,0.379988,157
case_fcd4e9d8a9d74a70,Llama-2-7b-chat-hf,1,0.78896,0.869255,0.350495,563
case_e1d1e77eb76dc567,Llama-3.1-8B-Instruct,0,0.203882,0.012773,0.029917,181
case_de62dbe29302785d,Mistral-7B-Instruct-v0.1,1,0.375493,0.260968,0.09786,120
case_a25ee76ed386cfa3,Mistral-7B-Instruct-v0.3,0,0.226289,0.121908,0.049254,202
case_652edfd6c9f3ced1,Llama-2-7b-chat-hf,1,0.794427,0.881995,0.47808,563
case_f231abd72efbc9d4,Llama-3.1-8B-Instruct,0,0.329634,0.177067,0.296092,125
case_778578bab3d7610e,Mistral-7B-Instruct-v0.1,1,0.382706,0.300717,0.335063,181
case_cc9ca9d6dd1ac85e,Mistral-7B-Instruct-v0.3,1,0.331505,0.348592,0.32372,140
case_5d2f45e2c8386368,Llama-2-7b-chat-hf,1,0.337703,0.418898,0.084758,405
case_4618a0acfbc693df,Llama-3.1-8B-Instruct,1,0.205079,0.029162,0.043114,278
case_163d858b5d36bcd6,Mistral-7B-Instruct-v0.1,0,0.21289,0.055674,0.047717,271
case_d43b24a2d58e64c8,Mistral-7B-Instruct-v0.3,0,0.256201,0.247892,0.072178,480
case_671c73bff0c695f5,Llama-2-7b-chat-hf,0,0.817433,0.605883,0.538468,438
case_3bd7d712e603491b,Llama-3.1-8B-Instruct,0,0.719232,0.300078,0.502538,196
case_0d3a835e6853a70a,Mistral-7B-Instruct-v0.1,0,0.680528,0.498837,0.477116,302
case_848bc834d9fdfd0e,Mistral-7B-Instruct-v0.3,0,0.614117,0.189425,0.471974,146
case_6503b72080fdbdca,Llama-2-7b-chat-hf,1,0.969177,0.909862,0.538103,1384
case_5559c92c2eaeb760,Llama-3.1-8B-Instruct,0,0.222296,0.084828,0.047372,291
case_32192abd876c29ab,Mistral-7B-Instruct-v0.1,0,0.209495,0.15185,0.035361,308
case_6a3d27fc83c2ed3e,Mistral-7B-Instruct-v0.3,0,0.223857,0.102873,0.049739,276
case_c0c28848487bf002,Llama-2-7b-chat-hf,1,0.902784,0.886321,0.379131,968
case_9369cffb4f69ccb1,Llama-3.1-8B-Instruct,0,0.33772,0.383723,0.07107,350
case_be354549460d3997,Mistral-7B-Instruct-v0.1,1,0.295835,0.206086,0.278621,134
case_eb03d3218b2b75ef,Mistral-7B-Instruct-v0.3,1,0.527442,0.214195,0.411144,234
case_3d6ea7e2d8d9fec9,Llama-2-7b-chat-hf,1,0.93812,0.97574,0.453475,1195
case_d17009e23441ab38,Llama-3.1-8B-Instruct,0,0.18757,0.020854,0.025785,198
case_642d037146bf14c0,Mistral-7B-Instruct-v0.1,1,0.287511,0.275815,0.311744,143
case_c4e361edae9c6ec4,Mistral-7B-Instruct-v0.3,1,0.928766,0.788367,0.552022,819
case_ba57e5f73e0c155b,Llama-2-7b-chat-hf,1,0.755253,0.828422,0.503586,341
case_a2a0eab1489436ce,Llama-3.1-8B-Instruct,0,0.199501,0.171057,0.030926,193
case_3dd3202f9225fbc2,Mistral-7B-Instruct-v0.1,1,0.353317,0.564491,0.376763,110
case_45fc4e979e95036e,Mistral-7B-Instruct-v0.3,0,0.280305,0.313501,0.072607,448
case_048ef34d60f89a59,Llama-2-7b-chat-hf,0,0.357158,0.254342,0.344913,120
case_e5422a173dd00e23,Llama-3.1-8B-Instruct,0,0.256411,0.20213,0.315629,72
case_db2de3882ebf14d8,Mistral-7B-Instruct-v0.1,0,0.347602,0.233758,0.340337,106
case_5b491387fb4708b8,Mistral-7B-Instruct-v0.3,0,0.337625,0.274316,0.341471,108
case_fbe1e5a64a2e008c,Llama-2-7b-chat-hf,0,0.663526,0.463761,0.160121,483
case_3721add5bdce9216,Llama-3.1-8B-Instruct,0,0.202441,0.003345,0.036663,64
case_dd6b24b067ea81e9,Mistral-7B-Instruct-v0.1,0,0.204579,0.020789,0.035698,125
case_f02d7cf469f5153a,Mistral-7B-Instruct-v0.3,0,0.206399,0.007183,0.031562,179
case_c379a9afc44b20c3,Llama-2-7b-chat-hf,0,0.367614,0.300932,0.28309,77
case_52e6ea390c01d94c,Llama-3.1-8B-Instruct,0,0.23076,0.056838,0.282304,46
case_52e74f9cb85acc11,Mistral-7B-Instruct-v0.1,0,0.222797,0.042309,0.274842,46
case_ae5e5a218494330e,Mistral-7B-Instruct-v0.3,0,0.222797,0.042309,0.274841,46
case_f442981096ea5fff,Llama-2-7b-chat-hf,1,0.443356,0.403795,0.362301,88
case_372a9e547a7bd0bf,Llama-3.1-8B-Instruct,0,0.224824,0.517747,0.034912,96
case_eade422569145aca,Mistral-7B-Instruct-v0.1,0,0.233949,0.801848,0.048389,85
case_418072325b62dd43,Mistral-7B-Instruct-v0.3,0,0.230049,0.521876,0.044521,77
case_d8104c8afb492a76,Llama-2-7b-chat-hf,0,0.379945,0.47902,0.302891,129
case_8882c0817145e3bf,Llama-3.1-8B-Instruct,0,0.207643,0.211696,0.259128,63
case_e71e4c25b5c3da79,Mistral-7B-Instruct-v0.1,0,0.197674,0.233145,0.253162,64
case_a79023f8403f57c3,Mistral-7B-Instruct-v0.3,0,0.197781,0.233145,0.263476,61
case_c760e6982d66c7f2,Llama-2-7b-chat-hf,0,0.212688,0.020737,0.028926,191
case_eebb56afa3a5776e,Llama-3.1-8B-Instruct,0,0.21022,0.067541,0.027983,112
case_01755e9ec79b23c2,Mistral-7B-Instruct-v0.1,0,0.213615,0.009316,0.03348,125
case_5b1eecc6d1a8ffff,Mistral-7B-Instruct-v0.3,0,0.21708,0.021031,0.03323,202
case_a9012c0f1fb7fb74,Llama-2-7b-chat-hf,1,0.731536,0.698952,0.49907,284
case_2d1c81f4bed01155,Llama-3.1-8B-Instruct,1,0.416581,0.375353,0.372792,156
case_2bce5dd8e02691eb,Mistral-7B-Instruct-v0.1,1,0.546722,0.476495,0.433765,173
case_dcd4516a7a2b947d,Mistral-7B-Instruct-v0.3,1,0.732729,0.431242,0.527806,235
case_25ca1b2f2a1c0558,Llama-2-7b-chat-hf,1,0.742539,0.716637,0.524265,278
case_8d77fa37563469d5,Llama-3.1-8B-Instruct,0,0.295284,0.329071,0.073238,236
case_bc7f13c39785bf3a,Mistral-7B-Instruct-v0.1,1,0.780194,0.817017,0.539595,294
case_0c7de334ef3e32d9,Mistral-7B-Instruct-v0.3,0,0.626297,0.539536,0.148299,355
case_f3fdddaff208b8f6,Llama-2-7b-chat-hf,0,0.761717,0.80401,0.410148,681
case_b1508a532c278090,Llama-3.1-8B-Instruct,0,0.290709,0.170395,0.249609,227
case_e4f1466eabaa5535,Mistral-7B-Instruct-v0.1,0,0.511897,0.418521,0.208764,258
case_73326aa966b0f753,Mistral-7B-Instruct-v0.3,0,0.484305,0.374792,0.208899,288
case_98f779305b49d057,Llama-2-7b-chat-hf,1,0.901,0.839535,0.507861,801
case_dbbaa13164b81a85,Llama-3.1-8B-Instruct,0,0.185339,0.035879,0.028896,268
case_19ee7a29e880c694,Mistral-7B-Instruct-v0.1,0,0.182854,0.057111,0.027444,198
case_f197292ff70cce4d,Mistral-7B-Instruct-v0.3,0,0.1863,0.017549,0.032707,224
case_3e71f375fb81e251,Llama-2-7b-chat-hf,0,0.863457,0.928421,0.572808,434
case_790e3131f7a9a94d,Llama-3.1-8B-Instruct,0,0.681012,0.783794,0.477372,280
case_f50d9b98bbb1a948,Mistral-7B-Instruct-v0.1,0,0.632067,0.766154,0.481285,195
case_dbb6b3e9203bf461,Mistral-7B-Instruct-v0.3,0,0.266478,0.261691,0.287877,157
case_58a4efabd546a06a,Llama-2-7b-chat-hf,1,0.800586,0.871303,0.372529,551
case_4f91d620b8d3b13d,Llama-3.1-8B-Instruct,0,0.342429,0.416494,0.076379,413
case_7c899f3b19dbac94,Mistral-7B-Instruct-v0.1,0,0.406316,0.636058,0.113001,326
case_b88b8cfe8c02b1e3,Mistral-7B-Instruct-v0.3,0,0.205052,0.096693,0.035042,328
case_dcc55cc85630cb8e,Llama-2-7b-chat-hf,1,0.770391,0.863786,0.322384,573
case_2c081f1334fd0ecb,Llama-3.1-8B-Instruct,0,0.591986,0.443573,0.380078,301
case_e1499c2f771a734d,Mistral-7B-Instruct-v0.1,1,0.568151,0.851233,0.236155,402
case_0b33434c50724bd4,Mistral-7B-Instruct-v0.3,0,0.668978,0.692366,0.329667,402
case_5ff476bfe82b6c5a,Llama-2-7b-chat-hf,1,0.843496,0.861347,0.317968,859
case_0aa3d8b77f94d899,Llama-3.1-8B-Instruct,0,0.210002,0.042284,0.02833,171
case_06379040d06a78cd,Mistral-7B-Instruct-v0.1,1,0.543759,0.590329,0.131799,519
case_ec24fc20cd66c9c6,Mistral-7B-Instruct-v0.3,0,0.263504,0.29615,0.056386,323
case_cccfa5695797653f,Llama-2-7b-chat-hf,1,0.786798,0.633592,0.368752,395
case_f5d8f7dafded30b3,Llama-3.1-8B-Instruct,0,0.462196,0.166951,0.250198,192
case_130a3adc0cdcf1ef,Mistral-7B-Instruct-v0.1,1,0.536916,0.460648,0.42324,154
case_b53eb422b2cef403,Mistral-7B-Instruct-v0.3,1,0.427635,0.32857,0.263905,236
case_31957d39001d77e1,Llama-2-7b-chat-hf,1,0.825413,0.588224,0.198963,714
case_7b8b2355d9bf3c07,Llama-3.1-8B-Instruct,0,0.207535,0.013864,0.045042,233
case_2384527cacfef4e0,Mistral-7B-Instruct-v0.1,0,0.544167,0.308957,0.18256,228
case_5787837fc1eac427,Mistral-7B-Instruct-v0.3,0,0.198298,0.016513,0.033265,280
case_027f3ca22f4e63cd,Llama-2-7b-chat-hf,0,0.356544,0.302993,0.335271,134
case_f98a0ca95817e61f,Llama-3.1-8B-Instruct,1,0.222992,0.239087,0.039473,112
case_20e885bddd707080,Mistral-7B-Instruct-v0.1,0,0.228468,0.193165,0.280068,75
case_5572d69b03843266,Mistral-7B-Instruct-v0.3,0,0.246972,0.152395,0.289008,78
case_71a41fb055e58e4c,Llama-2-7b-chat-hf,0,0.3651,0.365707,0.334347,132
case_08c65b0d1736c1c6,Llama-3.1-8B-Instruct,0,0.210324,0.091997,0.032047,138
case_4256433e35b9b85c,Mistral-7B-Instruct-v0.1,0,0.21883,0.076046,0.243841,75
case_a88ddd78320503cf,Mistral-7B-Instruct-v0.3,0,0.583181,0.638595,0.156637,288
case_35177144a9efd8ef,Llama-2-7b-chat-hf,1,0.681066,0.854943,0.402138,379
case_61bd51fa2a2e54a6,Llama-3.1-8B-Instruct,0,0.306392,0.190381,0.310786,61
case_af946cb07053725a,Mistral-7B-Instruct-v0.1,1,0.22199,0.09649,0.035053,117
case_e81e7816a10076ed,Mistral-7B-Instruct-v0.3,0,0.357464,0.114878,0.343744,133
case_e07dfafdad4d955e,Llama-2-7b-chat-hf,1,0.500208,0.331134,0.347059,332
case_e544bb28c4af7ec6,Llama-3.1-8B-Instruct,0,0.231875,0.041781,0.045281,150
case_3db4efb3e4ba4fa6,Mistral-7B-Instruct-v0.1,1,0.33873,0.470567,0.319601,65
case_20962c5ccaf67afc,Mistral-7B-Instruct-v0.3,1,0.456715,0.697348,0.151423,193
case_e84669a60955f1d5,Llama-2-7b-chat-hf,0,0.193132,0.293484,0.218948,103
case_5018e925b2797581,Llama-3.1-8B-Instruct,0,0.311548,0.258041,0.308042,78
case_64de72bb2412b498,Mistral-7B-Instruct-v0.1,1,0.249997,0.229772,0.056666,78
case_7d2ce6ab3cae4816,Mistral-7B-Instruct-v0.3,0,0.230644,0.241274,0.262188,65
case_7efa5c7c71eebf20,Llama-2-7b-chat-hf,1,0.328544,0.437918,0.09806,238
case_8689c274dde87c34,Llama-3.1-8B-Instruct,0,0.283755,0.276276,0.07336,288
case_6017fdd826cdbb4b,Mistral-7B-Instruct-v0.1,0,0.222905,0.021755,0.039468,102
case_09974978e19f3bb2,Mistral-7B-Instruct-v0.3,0,0.326532,0.50967,0.089038,359
case_2d89115fc9747a99,Llama-2-7b-chat-hf,0,0.337698,0.28234,0.092605,371
case_7d0d24bfc627bb87,Llama-3.1-8B-Instruct,0,0.220956,0.074749,0.270529,110
case_a5d7ea7fcc46027c,Mistral-7B-Instruct-v0.1,0,0.394128,0.461251,0.111383,201
case_44f041a7d18ba47e,Mistral-7B-Instruct-v0.3,0,0.30416,0.207148,0.315399,106
case_7fb8167f55d229f0,Llama-2-7b-chat-hf,0,0.21792,0.057086,0.03499,347
case_86632918dabb96fb,Llama-3.1-8B-Instruct,0,0.204185,0.075312,0.027718,151
case_1e42cada8aab9a4f,Mistral-7B-Instruct-v0.1,0,0.221899,0.061096,0.047557,182
