sample_id,source_model,category,gold_positive,pred_positive,gold_span_count,pred_span_count,n_tokens,max_prob,mean_prob
case_59bfc76c27b6e303,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,28,0.01043429784476757,0.004706477829521256
case_8e03fe804bae1d67,Llama-2-7b-chat-hf,TP,True,True,2,1,76,0.8450450301170349,0.1302484168815059
case_1bd77f8f0f7f40e0,Llama-3.1-8B-Instruct,TN,False,False,0,0,49,0.0007268409826792777,0.00033166615722453866
case_162b44b9aa29eb30,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,30,0.02178248204290867,0.005042750493157655
case_2160cc37f28ca1ee,Mistral-7B-Instruct-v0.3,FP,False,True,0,3,130,0.9376817941665649,0.23353200985047107
case_7a5ec80e696a583d,Llama-2-7b-chat-hf,TN,False,False,0,0,45,0.005040721967816353,0.00313463456566549
case_2b248e19c7381a29,Llama-3.1-8B-Instruct,TN,False,False,0,0,33,0.0017968743341043591,0.0011911744809229717
case_8b0b208cd0b70f5d,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,37,0.10271129757165909,0.04829070050067998
case_f8ca1c01048adbdb,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,38,0.10162340104579926,0.0318158299319054
case_c7e845b50f71f37e,Llama-2-7b-chat-hf,TP,True,True,5,11,165,0.5918450951576233,0.14118113492502635
case_e04549eb31f3864a,Llama-3.1-8B-Instruct,TN,False,False,0,0,15,0.00025782568263821304,0.00018741246458375826
case_5a60642f8c176df0,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,85,0.009175091981887817,0.0014810427435269743
case_ad7e085c8e22f983,Mistral-7B-Instruct-v0.3,FP,False,True,0,2,98,0.9076376557350159,0.23223522975975505
case_f72bd442c75c88b9,Llama-2-7b-chat-hf,TP,True,True,1,3,41,0.9225488901138306,0.3781173178789819
case_865d3ea524ae19e6,Llama-3.1-8B-Instruct,TN,False,False,0,0,22,0.008089195005595684,0.002325498676245016
case_45e5898004070c40,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,26,0.014250711537897587,0.0056474622106179595
case_4ed2fe95fb83734b,Mistral-7B-Instruct-v0.3,TP,True,True,2,1,90,0.7505527138710022,0.09595803719389046
case_e60aa074efd01978,Llama-2-7b-chat-hf,TP,True,True,1,1,68,0.968735933303833,0.4351560619988424
case_bcfd766a9d452534,Llama-3.1-8B-Instruct,FN,True,False,1,0,85,0.010611897334456444,0.0010586740034769344
case_0efd5165bdf873e2,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,26,0.022763865068554878,0.008426700808251133
case_56da76a2366a1413,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,17,0.0004735842812806368,0.0002542337713427568
case_604c5ae1843d4ebe,Llama-2-7b-chat-hf,TN,False,False,0,0,35,0.02814287319779396,0.017601987373616013
case_bc5aeb741e6cbbd2,Llama-3.1-8B-Instruct,TN,False,False,0,0,41,0.020120007917284966,0.003566383196767874
case_966412c8fd30af00,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,36,0.013478187844157219,0.007598107719483475
case_05f01e7af2947df8,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,36,0.0032817472238093615,0.0017711349808248794
case_40e74cba55d49461,Llama-2-7b-chat-hf,TN,False,False,0,0,174,0.06328709423542023,0.010103036818712089
case_499b9aa01bbdc6eb,Llama-3.1-8B-Instruct,TN,False,False,0,0,39,0.0038728441577404737,0.0006657062215545478
case_6bd4d1fbfcd1cd8c,Mistral-7B-Instruct-v0.1,TP,True,True,1,3,29,0.4743760824203491,0.3268434739318387
case_ecc31b4646133c0c,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,89,0.013831077143549919,0.0020688812789936245
case_107b04b274198de2,Llama-2-7b-chat-hf,TN,False,False,0,0,134,0.07906056195497513,0.007026709266938269
case_4d12d53d785ffaca,Llama-3.1-8B-Instruct,TN,False,False,0,0,26,0.0019544295500963926,0.0006874763023985836
case_37d338c943b83abf,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,22,0.01761201024055481,0.006506526302969592
case_2f51388f8e4974b4,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,52,0.07215875387191772,0.01816287662502593
case_01a9566f0f0ab696,Llama-2-7b-chat-hf,FN,True,False,1,0,70,0.005405863747000694,0.0017553660212018128
case_00a63f8092ac277b,Llama-3.1-8B-Instruct,TN,False,False,0,0,81,0.00491632055491209,0.000870299613589053
case_49dd5a04819292b0,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,111,0.0006604874506592751,0.00020663098257500678
case_0b092a1bc53fd596,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,111,0.1058119609951973,0.009799592339314168
case_91eaf1e2fefb17bd,Llama-2-7b-chat-hf,FN,True,False,1,0,84,0.13251370191574097,0.02240623215939628
case_cf7fca416502d203,Llama-3.1-8B-Instruct,TN,False,False,0,0,46,0.0007462038774974644,0.0004928855892301173
case_b4418fe97495ccfc,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,83,0.001848655752837658,0.0006881542645846438
case_cce8996f1542c557,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,111,0.024713141843676567,0.00247535663292437
case_2077dc4ba6286bd4,Llama-2-7b-chat-hf,FP,False,True,0,4,144,0.5328364372253418,0.03878086692445019
case_a0d479e1597192be,Llama-3.1-8B-Instruct,TN,False,False,0,0,77,0.0009700347436591983,0.00031839815308959765
case_df5af2e519097d02,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,38,0.0003084838972426951,0.00019929811280331035
case_420b49d0b2699a5e,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,54,0.0003627999685704708,0.0001913877714724987
case_5230809df931ec1d,Llama-2-7b-chat-hf,TN,False,False,0,0,50,0.26848044991493225,0.09464277051389218
case_d3710cde0ccdf178,Llama-3.1-8B-Instruct,TN,False,False,0,0,38,0.04290465638041496,0.010248019917573976
case_f0a18c1fb58bf83e,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,75,0.0388757549226284,0.005966930431313812
case_eb279d6d9b19d56d,Mistral-7B-Instruct-v0.3,FP,False,True,0,2,27,0.37383830547332764,0.08039613737276306
case_42d58dc6c9d6d0e9,Llama-2-7b-chat-hf,TP,True,True,1,1,60,0.5953178405761719,0.12514193198876455
case_08ee22bff6139f24,Llama-3.1-8B-Instruct,TN,False,False,0,0,65,0.0005386164411902428,0.00024768580915406345
case_240ce2118a5a9832,Mistral-7B-Instruct-v0.1,TP,True,True,1,7,200,0.5285484790802002,0.13557988515589386
case_52551aaf08fe6206,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,75,0.0017167020123451948,0.0004902198196699222
case_44f7f9c2561f9fcf,Llama-2-7b-chat-hf,TN,False,False,0,0,111,0.060208797454833984,0.010564501269884105
case_2aec69830d7b5713,Llama-3.1-8B-Instruct,TN,False,False,0,0,81,0.004915781319141388,0.001936318551155704
case_0d9ea83217224d8a,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,75,0.03624333068728447,0.005723470780067146
case_1494121ee71edc19,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,91,0.026643699035048485,0.007705455800712846
case_25ad95436c08fcd1,Llama-2-7b-chat-hf,TN,False,False,0,0,126,0.010657940059900284,0.0010544130561197923
case_3b8df70c1fae94ca,Llama-3.1-8B-Instruct,TN,False,False,0,0,27,0.24131537973880768,0.08402348402887583
case_fc53741300b08400,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,101,0.0035430893767625093,0.0005005514878107668
case_93cc61257f48b521,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,55,0.0010424654465168715,0.00028088432882213967
case_27ef15258033a2a3,Llama-2-7b-chat-hf,TP,True,True,1,4,121,0.6705195903778076,0.15675999666756588
case_4bae04247c2ce969,Llama-3.1-8B-Instruct,TN,False,False,0,0,38,0.0033405153080821037,0.0008176308945525976
case_744faa0bc45fb923,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,28,0.054264817386865616,0.0147782321021493
case_34d139cb40278823,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,39,0.024009812623262405,0.004422835347493394
case_c8fd7d3447e33590,Llama-2-7b-chat-hf,FN,True,False,1,0,68,0.200522318482399,0.034509096431600696
case_d90b1a51e6ae8a18,Llama-3.1-8B-Instruct,TN,False,False,0,0,64,0.005608405917882919,0.0011798501207067602
case_d8c0a8d350275981,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,28,0.1185925155878067,0.020067728457174132
case_822716249e35351b,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,54,0.08860888332128525,0.016572639611290976
case_a46a36ac007daccb,Llama-2-7b-chat-hf,FP,False,True,4,5,111,0.995908260345459,0.40185352658427126
case_f8520407fcef80ff,Llama-3.1-8B-Instruct,TN,False,False,0,0,111,0.2817227840423584,0.023547884685130003
case_fa2022ffa3c1aa37,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,59,0.07934042066335678,0.010415015962927886
case_ba116b79501297d1,Mistral-7B-Instruct-v0.3,TP,True,True,1,3,96,0.7091038227081299,0.08250830076561518
case_305178c4d978e092,Llama-2-7b-chat-hf,FP,False,True,0,1,111,0.6014459133148193,0.0618414310763353
case_5b0a55a75420c4d2,Llama-3.1-8B-Instruct,TN,False,False,0,0,111,0.1231745257973671,0.008964223033373101
case_260b18819758b700,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,62,0.026209866628050804,0.004530509400572027
case_d852e8764606338a,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,85,0.08772680908441544,0.008266175700598122
case_c78644c5f29eedcb,Llama-2-7b-chat-hf,FP,False,True,0,4,106,0.5579899549484253,0.10372071580978919
case_f64b291afe897068,Llama-3.1-8B-Instruct,TN,False,False,0,0,69,0.08550447970628738,0.013183570359799794
case_6454fd6247a864dd,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,54,0.04764256626367569,0.006904829606086154
case_05506aac1fd9e70c,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,66,0.04471968114376068,0.008275924294580225
case_e075e98b2e11227d,Llama-2-7b-chat-hf,TP,True,True,1,5,91,0.9861198663711548,0.2944483096496417
case_a60fe00711a4226f,Llama-3.1-8B-Instruct,TN,False,False,0,0,73,0.0022260043770074844,0.0004796143906264349
case_a5b57e8c89584e8a,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,44,0.00034781350404955447,0.00020261910355078396
case_5ddb25f6b89a4c6c,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,72,0.00039902134449221194,0.0002142651891416689
case_03721399d9ecb5bf,Llama-2-7b-chat-hf,FP,False,True,0,1,63,0.44828373193740845,0.09823636485204573
case_a0a8a676faa63d85,Llama-3.1-8B-Instruct,TN,False,False,0,0,37,0.006697176024317741,0.0034449406414972365
case_afc3c7bcc5230c75,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,23,0.007448080461472273,0.004447466359757211
case_242f7a4b681ee189,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,23,0.05302485451102257,0.01761105583737726
case_bc5ad3579d0f2b76,Llama-2-7b-chat-hf,FN,True,False,1,0,68,0.1590004712343216,0.03684610352331005
case_0e3fdb3bc079249c,Llama-3.1-8B-Instruct,FP,False,True,0,1,41,0.9836028814315796,0.24176159276479356
case_a951b52394ade5a4,Mistral-7B-Instruct-v0.1,FP,False,True,0,1,29,0.9650437235832214,0.7197795417802088
case_ed4044082a4ec43f,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,56,0.00036730809370055795,0.00017660238349240638
case_29b5673ba2403767,Llama-2-7b-chat-hf,TN,False,False,0,0,30,0.043602824211120605,0.013129780728680393
case_591dee400447d4c7,Llama-3.1-8B-Instruct,TN,False,False,0,0,25,0.008078335784375668,0.002053168178535998
case_9e6d776461d53d5a,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,19,0.009152902290225029,0.0034249169372120186
case_f0f46146713895b6,Mistral-7B-Instruct-v0.3,FN,True,False,2,0,64,0.0391574427485466,0.008341024478795589
case_c6c34fa27b7a8bff,Llama-2-7b-chat-hf,TP,True,True,1,2,29,0.501932680606842,0.1266698512762528
case_7b2288948fb4511a,Llama-3.1-8B-Instruct,TN,False,False,0,0,52,0.07981912791728973,0.012875524713728317
case_c80251f2d0ed69f6,Mistral-7B-Instruct-v0.1,TP,True,True,1,1,18,0.33804893493652344,0.09627556718058056
case_5820385c308a87bd,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,65,0.26007989048957825,0.034833954451963876
case_137198a02e1b0743,Llama-2-7b-chat-hf,TN,False,False,0,0,21,0.002903639804571867,0.0017489493530731472
case_5fb1083fa6589793,Llama-3.1-8B-Instruct,TN,False,False,0,0,27,0.0021152684930711985,0.0012683368857122129
case_0b0fc6ddc7075ada,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,25,0.18464155495166779,0.05981007017195225
case_d7e5a0d454f638b9,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,30,0.002333753276616335,0.0012403048710742345
case_c2014b245e85508f,Llama-2-7b-chat-hf,TP,True,True,2,1,102,0.9989180564880371,0.8110613640324742
case_cff8ac79076e2889,Llama-3.1-8B-Instruct,TN,False,False,0,0,27,0.0019898696336895227,0.000904123876588764
case_8e7818bbe3992492,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,49,0.04062407836318016,0.010168104337490335
case_693021b118281f87,Mistral-7B-Instruct-v0.3,FP,False,True,0,1,57,0.46717560291290283,0.08971216836780832
case_f1423b4393694c5b,Llama-2-7b-chat-hf,TP,True,True,2,6,111,0.5304561257362366,0.12230300149452444
case_96893a7249e75c5f,Llama-3.1-8B-Instruct,TN,False,False,0,0,79,0.004976892378181219,0.0003931472838533559
case_b0634faffa67567e,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,55,0.06879892945289612,0.006219030263971284
case_f9867a7fa942ea5f,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,50,0.0010663199936971068,0.0003278964481432922
case_8c2679e2361f07c1,Llama-2-7b-chat-hf,FN,True,False,1,0,59,0.00883399322628975,0.0037187837671993646
case_eca3841ba8598892,Llama-3.1-8B-Instruct,TN,False,False,0,0,35,0.0002508536272216588,0.00018298284433382962
case_45acef9bdbfce3cf,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,46,0.01253579743206501,0.001678709284137965
case_b3430dd98dcac471,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,58,0.00027982681058347225,0.0001744545577445212
case_6fb3ebc084c2c0c7,Llama-2-7b-chat-hf,TP,True,True,1,1,85,0.9281212091445923,0.24586496192924268
case_d0e4325df465c0e9,Llama-3.1-8B-Instruct,TN,False,False,0,0,18,0.0006939605227671564,0.000433627181337215
case_0751211a74ca10f4,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,21,0.0008963980944827199,0.0005594447997975207
case_7215ca7191dfb3ef,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,23,0.0007094478933140635,0.0004505896801635137
case_faaf6247feef7020,Llama-2-7b-chat-hf,TN,False,False,0,0,85,0.009573413990437984,0.0008912937131861006
case_ea465d53e176fda2,Llama-3.1-8B-Instruct,TN,False,False,0,0,62,0.000314310600515455,0.00014787924585341956
case_42ee9a2a100595be,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,42,0.24342145025730133,0.0775253641241718
case_de1a777857a1e25e,Mistral-7B-Instruct-v0.3,FP,False,True,0,1,55,0.9803774952888489,0.45931448408148506
case_a5be1018e6b69cc1,Llama-2-7b-chat-hf,FN,True,False,1,0,111,0.045962296426296234,0.006629140410459021
case_5e26cd5693841f00,Llama-3.1-8B-Instruct,TN,False,False,0,0,54,0.0012026573531329632,0.0006900011902433578
case_a0e868b48a92cde6,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,73,0.04365662485361099,0.006297178420139323
case_3901fa4ff7185468,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,67,0.07994519919157028,0.010031645601518008
case_9bbc5bded9b99624,Llama-2-7b-chat-hf,FN,True,False,2,0,36,0.0022144911345094442,0.0012924421882619047
case_3d010159527690c9,Llama-3.1-8B-Instruct,TN,False,False,0,0,93,0.02431679703295231,0.0062234173558579796
case_b93d6cc4fc4c54fb,Mistral-7B-Instruct-v0.1,FN,True,False,2,0,30,0.02647419273853302,0.0061186107263589895
case_8013cf8a445827f1,Mistral-7B-Instruct-v0.3,FN,True,False,3,0,76,0.060423143208026886,0.010780286431805794
case_9d32dfe9e81b1bc8,Llama-2-7b-chat-hf,FN,True,False,1,0,72,0.008838376961648464,0.0022030854912979216
case_27342a999f05acf2,Llama-3.1-8B-Instruct,TN,False,False,0,0,33,0.001448440132662654,0.0007670222098981453
case_61e41b3a8955d8bb,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,37,0.0027777107898145914,0.0011718913258330242
case_96df00a31be17dab,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,42,0.002496687462553382,0.0011185340879906324
case_9a425b008a3905d8,Llama-2-7b-chat-hf,TP,True,True,1,2,111,0.5247400403022766,0.03831532660940964
case_2aa27bccbeb498be,Llama-3.1-8B-Instruct,TN,False,False,0,0,27,0.0003202467050869018,0.00013710098951209889
case_bffc68da3943634e,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,53,0.023333095014095306,0.003436578115484598
case_f7465358aedd1272,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,76,0.008171909488737583,0.0014748770332325396
case_6819023103d10bac,Llama-2-7b-chat-hf,TN,False,False,0,0,59,0.09078609943389893,0.019398557416842144
case_9ec9b95d659101fa,Llama-3.1-8B-Instruct,TN,False,False,0,0,13,0.010394188575446606,0.004630096955224872
case_1b54a2b088e64e59,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,15,0.019585981965065002,0.005991923964271942
case_dc29d456c933255b,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,15,0.014273907989263535,0.00489055251237005
case_3902d583c5ded6a6,Llama-2-7b-chat-hf,TP,True,True,1,1,66,0.797231137752533,0.257863898070134
case_44c0edb116eb3074,Llama-3.1-8B-Instruct,TN,False,False,0,0,24,0.012737534008920193,0.006180506219000866
case_8c8f8224ba8094f8,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,15,0.28069940209388733,0.08555061084528764
case_077d19b3cb2b553b,Mistral-7B-Instruct-v0.3,FP,False,True,0,2,16,0.7870592474937439,0.37566885771229863
case_f4b2b60ba6c3b398,Llama-2-7b-chat-hf,FN,True,False,1,0,30,0.06132600083947182,0.01064853200223297
case_3db335d2c3c10b81,Llama-3.1-8B-Instruct,TN,False,False,0,0,24,0.05192798748612404,0.016359666653443128
case_5872d10401490113,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,17,0.035753894597291946,0.016080190920654464
case_3c77909011286cf4,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,38,0.05023137480020523,0.018146277062202756
case_53db987fc0bf428c,Llama-2-7b-chat-hf,TP,True,True,1,1,67,0.8186573386192322,0.16181965160475514
case_52e496312e2d9249,Llama-3.1-8B-Instruct,FP,False,True,0,4,64,0.6575374603271484,0.1491207898632183
case_ed7294d4c74f8ecf,Mistral-7B-Instruct-v0.1,TP,True,True,2,1,21,0.8990458846092224,0.7131208011082241
case_57e634b956eda1b0,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,51,0.005532834213227034,0.0021764409292361463
case_0ada6055f79c057b,Llama-2-7b-chat-hf,FN,True,False,1,0,43,0.020443961024284363,0.00270443499361728
case_2b6f6b185df0e3c3,Llama-3.1-8B-Instruct,TN,False,False,0,0,89,0.004343495238572359,0.0006140593382604472
case_559c36f959d8be74,Mistral-7B-Instruct-v0.1,TP,True,True,1,2,57,0.6836559176445007,0.1464348112706814
case_29a9f86d56e340ed,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,50,0.011271487921476364,0.002037296175258234
case_1b8e6b37ca78ee88,Llama-2-7b-chat-hf,FN,True,False,1,0,43,0.24324315786361694,0.022020296963895562
case_3ae6b631a1b4c54a,Llama-3.1-8B-Instruct,TN,False,False,0,0,99,0.04158889874815941,0.003778020759004949
case_ac483194119993fd,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,57,0.07653597742319107,0.005792275043572054
case_b5eeaa8c4bac8f25,Mistral-7B-Instruct-v0.3,TP,True,True,1,3,55,0.412028044462204,0.11699141953140497
case_fe63931a2c47e908,Llama-2-7b-chat-hf,TN,False,False,0,0,111,0.09290982037782669,0.011128648405009461
case_5e62da8a9168b635,Llama-3.1-8B-Instruct,TN,False,False,0,0,37,0.0015264933463186026,0.0007851919760247944
case_c2082b1736a0c9b4,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,53,0.004426177125424147,0.0012057931590737459
case_fd08085bfc300b37,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,60,0.0018077734857797623,0.0008962474307433392
case_10b22eb9afad1ccf,Llama-2-7b-chat-hf,TN,False,False,0,0,66,0.14231835305690765,0.027756182334004818
case_3805d05efd018072,Llama-3.1-8B-Instruct,TN,False,False,0,0,30,0.00020845633116550744,0.00015418948387377896
case_7ff1b03fe9a0269c,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,40,0.03735465183854103,0.012479331088252365
case_18bacd4e12795a33,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,69,0.0009395310771651566,0.0003307415256816624
case_22dd40a8edb0488b,Llama-2-7b-chat-hf,FN,True,False,1,0,238,0.27846068143844604,0.03250822352398062
case_1e3c735a95e6e4f3,Llama-3.1-8B-Instruct,TN,False,False,0,0,22,0.0021306462585926056,0.0012482184630987997
case_0a82bba4b6635ed4,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,22,0.0020944434218108654,0.0012233369369906459
case_2f627b70aa2179a7,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,36,0.0012998995371162891,0.000665498909559877
case_70270b401ecf1c84,Llama-2-7b-chat-hf,TP,True,True,1,6,185,0.7848467826843262,0.2339660316202286
case_a4c4fc0b47bd9d3e,Llama-3.1-8B-Instruct,TN,False,False,0,0,113,0.06971970200538635,0.006288374745504893
case_75323de27b7b3ba4,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,23,0.034342359751462936,0.01702115666526167
case_22e242ba38454019,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,140,0.1574944406747818,0.007454371933844023
case_330dd04d1eb54f2e,Llama-2-7b-chat-hf,TN,False,False,0,0,74,0.0535944402217865,0.013650866437741127
case_37f805107bd37012,Llama-3.1-8B-Instruct,TN,False,False,0,0,31,0.007930517196655273,0.0017745863635002846
case_ed08de7fc1961099,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,24,0.008084345608949661,0.003989384029409848
case_b93badba5862c4d0,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,33,0.04487205296754837,0.007568731918140795
case_7e71e51f3a4e19ba,Llama-2-7b-chat-hf,TN,False,False,0,0,88,0.028424059972167015,0.004710766280450943
case_1ed70464be45bc6b,Llama-3.1-8B-Instruct,TN,False,False,0,0,50,0.00045271942508406937,0.00022573991358513013
case_5b3662962309d9f5,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,88,0.004764124285429716,0.000573960247823958
case_8339f7c19d0a70d2,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,63,0.0010759772267192602,0.00029139979215826663
case_71d56b82475b3896,Llama-2-7b-chat-hf,TN,False,False,0,0,102,0.1424713134765625,0.021817389953831284
case_e29f923b9011042e,Llama-3.1-8B-Instruct,FN,True,False,2,0,158,0.0299647506326437,0.001454284548425319
case_d0558962dfa1c51d,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,60,0.022479508072137833,0.003812457562889904
case_e984bf0290350108,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,22,0.005056196823716164,0.002590755942616273
case_ae11ca38477d12d6,Llama-2-7b-chat-hf,TN,False,False,0,0,74,0.29004669189453125,0.03520236182580325
case_057800cf936de1f9,Llama-3.1-8B-Instruct,TN,False,False,0,0,111,0.0009707860299386084,0.00030185710331991414
case_d623eca0ff963db3,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,30,0.07494788616895676,0.01847989213032027
case_5f5fd866daecfa84,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,87,0.17697490751743317,0.028968184023570997
case_fb59a6bb88f4fb37,Llama-2-7b-chat-hf,TP,True,True,1,2,104,0.6139484643936157,0.043771028857848324
case_fd3a4ca9b8c42824,Llama-3.1-8B-Instruct,TN,False,False,0,0,26,0.0046086665242910385,0.003218767546618787
case_c19f03e4a417f07d,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,20,0.010806418024003506,0.005578075419180095
case_990a60eea8b4dd68,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,20,0.1368030458688736,0.08404469452798366
case_336cea961ca73592,Llama-2-7b-chat-hf,FP,False,True,0,3,135,0.9941060543060303,0.18765176330236027
case_d5f67c673c3d65aa,Llama-3.1-8B-Instruct,TN,False,False,0,0,30,0.000896428304258734,0.00028637750995888684
case_a18c14e360c854b0,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,25,0.0021374421194195747,0.0007802876172354445
case_67be5670501f96c1,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,48,0.0008780118660070002,0.0003829329630207212
case_74d2f8d921e50bb5,Llama-2-7b-chat-hf,TP,True,True,3,1,143,0.9900297522544861,0.26484306143986314
case_3fea855edf90a5e4,Llama-3.1-8B-Instruct,TN,False,False,0,0,83,0.017991608008742332,0.004447863357287484
case_48307f184a645649,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,43,0.006775238551199436,0.002555300874180745
case_4f72d3778b9aed68,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,35,0.0033893866930156946,0.001318474072364292
case_8ad76a9e67496524,Llama-2-7b-chat-hf,FN,True,False,1,0,158,0.0045220195315778255,0.0008087729775645959
case_d4ae42692dd25ccd,Llama-3.1-8B-Instruct,TN,False,False,0,0,102,0.08509454876184464,0.006366054016147174
case_dca475830ae12da5,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,136,0.13145598769187927,0.014936548843573238
case_5bcc173fcbaac629,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,75,0.10624364018440247,0.005154476033058017
case_d85b16a85da10c72,Llama-2-7b-chat-hf,FP,False,True,0,2,107,0.9150098562240601,0.3775281039676977
case_8147517284a06924,Llama-3.1-8B-Instruct,FP,False,True,0,3,22,0.5846036672592163,0.3002101826396855
case_721faa5ffaefe5c8,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,21,0.12888039648532867,0.027612728022393725
case_4ab47a836a9980a8,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,21,0.12888380885124207,0.027612940630032903
case_fabd1652f13b2d3d,Llama-2-7b-chat-hf,TN,False,False,0,0,64,0.00891750119626522,0.002963808652566513
case_baa3b692f6da2911,Llama-3.1-8B-Instruct,TN,False,False,0,0,22,0.04030652344226837,0.013105558326721868
case_1c0a07ad8e5a2459,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,21,0.009152945131063461,0.0018475288442069931
case_14961b1603a0d9d8,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,21,0.009152763523161411,0.0018475198525092786
case_7d52ac8c8a9120fc,Llama-2-7b-chat-hf,TN,False,False,0,0,29,0.21339884400367737,0.04265392854295928
case_e7860555da6b7e72,Llama-3.1-8B-Instruct,TN,False,False,0,0,34,0.003859054995700717,0.0014227674161220955
case_d4e36e1a263e93d4,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,19,0.005587238818407059,0.003282486142492608
case_1992f87bc74a1a3b,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,19,0.007030754815787077,0.0032890510598295613
