expanded_sample_id,question_id,source_model,response_index,true_faithfulness_label,predicted_faithfulness_label,faithfulness_score,threshold,aggregation_strategy,claim_count,correct
case_61c20cb690ebc678,903,Llama-3.1-8B-Instruct,1,1,0,0.0002918243408203125,0.12000000000000001,max_entail,1,False
case_dbbe5803c1e8bee7,903,Mistral-7B-Instruct-v0.1,2,1,0,0.0002503395080566406,0.12000000000000001,max_entail,1,False
case_8b90a3cb20467f23,903,Mistral-7B-Instruct-v0.3,3,1,0,0.0013828277587890625,0.12000000000000001,max_entail,1,False
case_0069444b11f88e6b,2282,Mistral-7B-Instruct-v0.3,3,1,0,0.0195465087890625,0.12000000000000001,max_entail,1,False
case_f427e6bc98c4fb51,2282,Mistral-7B-Instruct-v0.1,2,1,0,0.0445556640625,0.12000000000000001,max_entail,1,False
case_000d498a9b9470bc,1041,Llama-2-7b-chat-hf,0,1,0,0.016510009765625,0.12000000000000001,max_entail,2,False
case_3679353cd3ab7f55,1872,Llama-2-7b-chat-hf,0,1,0,0.00913238525390625,0.12000000000000001,max_entail,1,False
case_c168620e96ccd1c5,1872,Llama-3.1-8B-Instruct,1,1,0,0.10150146484375,0.12000000000000001,max_entail,1,False
case_7816d7f92e85c80d,1872,Mistral-7B-Instruct-v0.1,2,1,0,0.053314208984375,0.12000000000000001,max_entail,1,False
case_034623db3e5ce495,1872,Mistral-7B-Instruct-v0.3,3,1,0,0.029815673828125,0.12000000000000001,max_entail,1,False
case_93ab03e508b2b0a6,1409,Mistral-7B-Instruct-v0.1,2,1,0,0.0145721435546875,0.12000000000000001,max_entail,1,False
case_7fb49cf689971826,1409,Mistral-7B-Instruct-v0.3,3,1,0,0.106201171875,0.12000000000000001,max_entail,1,False
case_6bcd0109e0c36101,1409,Llama-3.1-8B-Instruct,1,1,0,0.00377655029296875,0.12000000000000001,max_entail,1,False
case_53a307698c860f0d,1409,Mistral-7B-Instruct-v0.1,2,1,0,0.0014181137084960938,0.12000000000000001,max_entail,2,False
case_a6610b126b4243f1,1409,Mistral-7B-Instruct-v0.3,3,1,0,0.008392333984375,0.12000000000000001,max_entail,2,False
case_6697885b5f30d768,1206,Llama-3.1-8B-Instruct,1,1,0,0.004604339599609375,0.12000000000000001,max_entail,1,False
case_0d7f0af5e5ce49c9,1206,Mistral-7B-Instruct-v0.1,2,1,0,0.0037631988525390625,0.12000000000000001,max_entail,1,False
case_ed4671f199c78bdd,1206,Mistral-7B-Instruct-v0.3,3,1,0,0.018096923828125,0.12000000000000001,max_entail,1,False
case_8295289728c98594,1333,Llama-3.1-8B-Instruct,1,1,0,0.022918701171875,0.12000000000000001,max_entail,2,False
case_c95d3123db82d29d,1333,Llama-3.1-8B-Instruct,1,1,0,0.0031337738037109375,0.12000000000000001,max_entail,2,False
case_92694d80780f6a18,1333,Mistral-7B-Instruct-v0.3,3,1,0,0.0209808349609375,0.12000000000000001,max_entail,1,False
case_c8a048689c19c7fc,2266,Llama-3.1-8B-Instruct,1,0,1,0.98291015625,0.12000000000000001,max_entail,5,False
case_fe27f86bb0fbb5fb,2266,Llama-2-7b-chat-hf,0,1,0,0.0211029052734375,0.12000000000000001,max_entail,6,False
case_103788fec3556a20,2266,Llama-3.1-8B-Instruct,1,1,0,0.0274810791015625,0.12000000000000001,max_entail,2,False
case_4b770c97e7255e2d,2266,Mistral-7B-Instruct-v0.1,2,1,0,0.007297515869140625,0.12000000000000001,max_entail,1,False
case_a377d4e9139904a2,2266,Mistral-7B-Instruct-v0.3,3,1,0,0.01708984375,0.12000000000000001,max_entail,1,False
case_5ead36972f5ec0a3,1998,Llama-3.1-8B-Instruct,1,1,0,0.01678466796875,0.12000000000000001,max_entail,1,False
case_f32234e19f49e04a,1998,Mistral-7B-Instruct-v0.3,3,0,1,0.78271484375,0.12000000000000001,max_entail,1,False
case_17fab474a82b6025,1998,Llama-3.1-8B-Instruct,1,1,0,0.048431396484375,0.12000000000000001,max_entail,1,False
case_428a28f141720a26,1998,Mistral-7B-Instruct-v0.1,2,1,0,0.0015230178833007812,0.12000000000000001,max_entail,1,False
case_97d0b927d2fd0511,1522,Llama-2-7b-chat-hf,0,1,0,0.0804443359375,0.12000000000000001,max_entail,1,False
case_a705d8381ae7e2e2,1522,Llama-3.1-8B-Instruct,1,1,0,0.00537872314453125,0.12000000000000001,max_entail,1,False
case_b170eb0a7d12eed0,1522,Mistral-7B-Instruct-v0.1,2,1,0,0.021514892578125,0.12000000000000001,max_entail,1,False
case_61662dcb96193e63,1522,Mistral-7B-Instruct-v0.3,3,1,0,0.00836181640625,0.12000000000000001,max_entail,1,False
case_6304990cb374e01b,83,Llama-2-7b-chat-hf,0,0,1,0.12353515625,0.12000000000000001,max_entail,2,False
case_0f7a929b299d8dc5,83,Llama-3.1-8B-Instruct,1,1,0,0.0254974365234375,0.12000000000000001,max_entail,1,False
case_a37d6444f4ec6281,83,Mistral-7B-Instruct-v0.1,2,1,0,0.005840301513671875,0.12000000000000001,max_entail,1,False
case_3510fc1a206fc730,83,Mistral-7B-Instruct-v0.3,3,1,0,0.02374267578125,0.12000000000000001,max_entail,1,False
case_f9bcd3be6197dc30,83,Llama-2-7b-chat-hf,0,0,1,0.1202392578125,0.12000000000000001,max_entail,1,False
case_4874e28ed55a5553,83,Mistral-7B-Instruct-v0.1,2,1,0,0.003345489501953125,0.12000000000000001,max_entail,1,False
case_7a3c27c28333621d,83,Mistral-7B-Instruct-v0.3,3,1,0,0.0101165771484375,0.12000000000000001,max_entail,1,False
case_134d8d5e3122de8b,2212,Llama-2-7b-chat-hf,0,1,0,0.0192718505859375,0.12000000000000001,max_entail,1,False
case_1b7a17852ef9ee42,2212,Llama-3.1-8B-Instruct,1,1,0,0.0106964111328125,0.12000000000000001,max_entail,1,False
case_ebea19c7a4a721c2,2212,Mistral-7B-Instruct-v0.1,2,1,0,0.0019130706787109375,0.12000000000000001,max_entail,1,False
case_57af02f5f787d051,1068,Llama-2-7b-chat-hf,0,1,0,0.0579833984375,0.12000000000000001,max_entail,3,False
case_84869c370b413fd4,1068,Llama-3.1-8B-Instruct,1,1,0,0.033294677734375,0.12000000000000001,max_entail,1,False
case_4dad21f65d159cc0,1068,Mistral-7B-Instruct-v0.3,3,1,0,0.04736328125,0.12000000000000001,max_entail,1,False
case_8e24c2a7d15ca494,1068,Llama-2-7b-chat-hf,0,1,0,0.0157470703125,0.12000000000000001,max_entail,2,False
case_99242b6b3ba81fea,1068,Mistral-7B-Instruct-v0.1,2,1,0,0.0164031982421875,0.12000000000000001,max_entail,1,False
case_c501fd95b57c1370,1068,Mistral-7B-Instruct-v0.3,3,1,0,0.0026092529296875,0.12000000000000001,max_entail,1,False
case_762e922e3fc34007,1430,Llama-3.1-8B-Instruct,1,1,0,0.0028514862060546875,0.12000000000000001,max_entail,1,False
case_92e02e5451a6553e,1430,Mistral-7B-Instruct-v0.1,2,1,0,0.007659912109375,0.12000000000000001,max_entail,1,False
case_94ebb7b62b304b35,1430,Mistral-7B-Instruct-v0.3,3,1,0,0.004306793212890625,0.12000000000000001,max_entail,1,False
case_e23147b155f07617,694,Llama-2-7b-chat-hf,0,0,1,0.25732421875,0.12000000000000001,max_entail,2,False
case_8a221af7ed0d1a5a,694,Llama-3.1-8B-Instruct,1,1,0,0.051788330078125,0.12000000000000001,max_entail,1,False
case_b8ff5fbc9745a946,694,Mistral-7B-Instruct-v0.1,2,0,1,0.51953125,0.12000000000000001,max_entail,1,False
case_93c250cd67c8b886,694,Llama-2-7b-chat-hf,0,1,0,0.00970458984375,0.12000000000000001,max_entail,2,False
case_a4c0131e67644c03,694,Llama-3.1-8B-Instruct,1,1,0,0.0055389404296875,0.12000000000000001,max_entail,1,False
case_24c1c065a595acb9,694,Mistral-7B-Instruct-v0.1,2,1,0,0.02325439453125,0.12000000000000001,max_entail,1,False
case_3af88f3608f12611,694,Mistral-7B-Instruct-v0.3,3,1,0,0.00807952880859375,0.12000000000000001,max_entail,1,False
case_ee870939722c702b,933,Llama-3.1-8B-Instruct,1,1,0,0.002437591552734375,0.12000000000000001,max_entail,1,False
case_e01e70fc83b85946,933,Mistral-7B-Instruct-v0.3,3,1,0,0.0017557144165039062,0.12000000000000001,max_entail,2,False
case_e527e27570c1215f,1293,Mistral-7B-Instruct-v0.3,3,1,0,0.048004150390625,0.12000000000000001,max_entail,1,False
case_cf719cec56f7d002,1293,Llama-2-7b-chat-hf,0,1,0,0.01070404052734375,0.12000000000000001,max_entail,2,False
case_0a768033593e449f,1293,Llama-3.1-8B-Instruct,1,1,0,0.004138946533203125,0.12000000000000001,max_entail,1,False
case_58cca00c919b0c45,1293,Mistral-7B-Instruct-v0.1,2,1,0,0.0015459060668945312,0.12000000000000001,max_entail,1,False
case_dc6328699808ad4d,1293,Mistral-7B-Instruct-v0.3,3,1,0,0.018768310546875,0.12000000000000001,max_entail,2,False
case_789ba813fc1c9577,860,Llama-3.1-8B-Instruct,1,1,0,0.00817108154296875,0.12000000000000001,max_entail,1,False
case_fb74b9af2315b2c5,860,Mistral-7B-Instruct-v0.1,2,1,0,0.0083160400390625,0.12000000000000001,max_entail,1,False
case_db68b3995bc2b3a8,860,Mistral-7B-Instruct-v0.3,3,1,0,0.0205841064453125,0.12000000000000001,max_entail,1,False
case_184cbdbcded5fb0a,860,Llama-3.1-8B-Instruct,1,1,0,0.0009608268737792969,0.12000000000000001,max_entail,2,False
case_8678ab408194b9fa,860,Mistral-7B-Instruct-v0.3,3,1,0,0.0011663436889648438,0.12000000000000001,max_entail,1,False
case_140675de31fb09d0,390,Llama-2-7b-chat-hf,0,1,0,0.01261138916015625,0.12000000000000001,max_entail,1,False
case_b8dc60750f659264,390,Llama-3.1-8B-Instruct,1,1,0,0.0006952285766601562,0.12000000000000001,max_entail,1,False
case_9809d3c2ca8da531,390,Mistral-7B-Instruct-v0.1,2,1,0,0.0008344650268554688,0.12000000000000001,max_entail,1,False
case_d087e0f9a8e2f1d2,390,Mistral-7B-Instruct-v0.3,3,1,0,0.007518768310546875,0.12000000000000001,max_entail,1,False
case_7cfacc495308694d,2360,Llama-2-7b-chat-hf,0,1,0,0.0826416015625,0.12000000000000001,max_entail,1,False
case_1a9b744d764d5a80,2360,Llama-2-7b-chat-hf,0,1,0,0.004611968994140625,0.12000000000000001,max_entail,2,False
case_285552c6d6845de3,2360,Llama-3.1-8B-Instruct,1,1,0,0.0013322830200195312,0.12000000000000001,max_entail,1,False
case_bc9a573abe230378,2360,Mistral-7B-Instruct-v0.3,3,1,0,0.01313018798828125,0.12000000000000001,max_entail,1,False
case_1cdcd88363559463,1025,Llama-3.1-8B-Instruct,1,1,0,0.00493621826171875,0.12000000000000001,max_entail,2,False
case_198548f50e4a3d92,1025,Mistral-7B-Instruct-v0.1,2,1,0,0.00040912628173828125,0.12000000000000001,max_entail,1,False
case_c93a0ecf7304fc46,1025,Mistral-7B-Instruct-v0.3,3,1,0,0.001964569091796875,0.12000000000000001,max_entail,1,False
case_e26291934f3d1ab8,1523,Llama-2-7b-chat-hf,0,1,0,0.0070343017578125,0.12000000000000001,max_entail,2,False
case_2f68f3f96ed90d9e,1523,Llama-2-7b-chat-hf,0,1,0,0.004364013671875,0.12000000000000001,max_entail,1,False
case_fc9f7e9231a362eb,1523,Llama-3.1-8B-Instruct,1,1,0,0.0020046234130859375,0.12000000000000001,max_entail,1,False
case_bdd800a0ecfae907,1523,Mistral-7B-Instruct-v0.1,2,1,0,0.00206756591796875,0.12000000000000001,max_entail,1,False
case_728b1be7dc3d511a,1523,Mistral-7B-Instruct-v0.3,3,1,0,0.0012006759643554688,0.12000000000000001,max_entail,2,False
case_3b49cdbab97aa614,40,Llama-3.1-8B-Instruct,1,1,0,0.0020847320556640625,0.12000000000000001,max_entail,1,False
case_e0c37784d5a02d11,1683,Llama-2-7b-chat-hf,0,1,0,0.00543212890625,0.12000000000000001,max_entail,1,False
case_21ede1e38873b30f,1683,Llama-3.1-8B-Instruct,1,1,0,0.00659942626953125,0.12000000000000001,max_entail,1,False
case_fd6abd19de819476,1683,Mistral-7B-Instruct-v0.1,2,0,1,0.5380859375,0.12000000000000001,max_entail,1,False
case_aeac7b3b9c9ead09,1683,Mistral-7B-Instruct-v0.3,3,1,0,0.0119781494140625,0.12000000000000001,max_entail,1,False
case_63cd8d83b0c5f2c2,1683,Llama-3.1-8B-Instruct,1,1,0,0.005428314208984375,0.12000000000000001,max_entail,1,False
case_5080903f70136da9,1683,Mistral-7B-Instruct-v0.3,3,0,1,0.94580078125,0.12000000000000001,max_entail,1,False
case_d3f7ae42fba490f0,1505,Llama-2-7b-chat-hf,0,0,1,0.85888671875,0.12000000000000001,max_entail,2,False
case_0e4bdf8e9319ac0a,1505,Llama-3.1-8B-Instruct,1,1,0,0.0016679763793945312,0.12000000000000001,max_entail,1,False
case_e60d0f7e2b66f93d,1505,Mistral-7B-Instruct-v0.1,2,1,0,0.0128173828125,0.12000000000000001,max_entail,1,False
case_5e93dd54a19a238c,1505,Mistral-7B-Instruct-v0.3,3,1,0,0.004917144775390625,0.12000000000000001,max_entail,1,False
case_6646fd79706cea33,1505,Llama-2-7b-chat-hf,0,1,0,0.0301513671875,0.12000000000000001,max_entail,2,False
case_c21d6b72eeee711d,1505,Llama-3.1-8B-Instruct,1,1,0,0.0007758140563964844,0.12000000000000001,max_entail,1,False
case_793add5669efe54c,1505,Mistral-7B-Instruct-v0.3,3,1,0,0.004291534423828125,0.12000000000000001,max_entail,1,False
case_864e08987f25b8dd,2254,Llama-3.1-8B-Instruct,1,1,0,0.004261016845703125,0.12000000000000001,max_entail,1,False
case_63873e55c3e0be98,2254,Mistral-7B-Instruct-v0.1,2,1,0,0.0082855224609375,0.12000000000000001,max_entail,1,False
case_c984a1868bbaad2b,2254,Mistral-7B-Instruct-v0.3,3,1,0,0.00650787353515625,0.12000000000000001,max_entail,1,False
case_53f73dc415231a7e,2254,Llama-2-7b-chat-hf,0,0,1,0.128173828125,0.12000000000000001,max_entail,2,False
case_0b8ff8c52dc02892,2254,Llama-3.1-8B-Instruct,1,1,0,0.01617431640625,0.12000000000000001,max_entail,2,False
case_8b4b3c811256ef64,2254,Mistral-7B-Instruct-v0.3,3,1,0,0.042205810546875,0.12000000000000001,max_entail,1,False
case_431189de7851c080,1150,Mistral-7B-Instruct-v0.1,2,1,0,0.046722412109375,0.12000000000000001,max_entail,1,False
case_cd1920165a4506d1,1150,Llama-3.1-8B-Instruct,1,1,0,0.04486083984375,0.12000000000000001,max_entail,2,False
case_fbf31e8ee5fd2ac0,1150,Mistral-7B-Instruct-v0.1,2,1,0,0.023406982421875,0.12000000000000001,max_entail,1,False
case_d7c013c6d64a47c6,1150,Mistral-7B-Instruct-v0.3,3,1,0,0.038909912109375,0.12000000000000001,max_entail,1,False
case_ae7f968feee39612,307,Llama-3.1-8B-Instruct,1,1,0,0.0010251998901367188,0.12000000000000001,max_entail,1,False
case_9971472fe4b3d114,307,Mistral-7B-Instruct-v0.3,3,1,0,0.003040313720703125,0.12000000000000001,max_entail,1,False
case_b58f0ff8a1c1a508,379,Llama-2-7b-chat-hf,0,1,0,0.0064849853515625,0.12000000000000001,max_entail,2,False
case_18453d466d483965,379,Llama-3.1-8B-Instruct,1,1,0,0.0731201171875,0.12000000000000001,max_entail,2,False
case_450a15c153f145ef,379,Mistral-7B-Instruct-v0.1,2,1,0,0.035308837890625,0.12000000000000001,max_entail,2,False
case_695170845a3cb744,379,Mistral-7B-Instruct-v0.3,3,1,0,0.012603759765625,0.12000000000000001,max_entail,1,False
case_b83e93e0fb1d605c,379,Llama-2-7b-chat-hf,0,1,0,0.01059722900390625,0.12000000000000001,max_entail,2,False
case_5e97a1528611f615,379,Mistral-7B-Instruct-v0.3,3,1,0,0.004352569580078125,0.12000000000000001,max_entail,2,False
case_586c731cd3c4b156,446,Llama-2-7b-chat-hf,0,0,1,0.9267578125,0.12000000000000001,max_entail,3,False
case_0794a7f9a39e60f2,446,Llama-3.1-8B-Instruct,1,1,0,0.0014467239379882812,0.12000000000000001,max_entail,1,False
case_5114057918e24b4f,446,Mistral-7B-Instruct-v0.3,3,1,0,0.00258636474609375,0.12000000000000001,max_entail,1,False
case_b81316bacdb39779,822,Llama-2-7b-chat-hf,0,1,0,0.0318603515625,0.12000000000000001,max_entail,1,False
case_ff7ffd2118da5f86,822,Llama-3.1-8B-Instruct,1,1,0,0.0258331298828125,0.12000000000000001,max_entail,3,False
case_65be1a46205a7142,822,Mistral-7B-Instruct-v0.3,3,1,0,0.0179443359375,0.12000000000000001,max_entail,1,False
case_0087a7ec6aa78408,822,Llama-2-7b-chat-hf,0,0,1,0.95947265625,0.12000000000000001,max_entail,1,False
case_fa38fae76a3bfb49,822,Llama-3.1-8B-Instruct,1,1,0,0.002857208251953125,0.12000000000000001,max_entail,1,False
case_28c2eb69ceea5fc1,822,Mistral-7B-Instruct-v0.1,2,1,0,0.00505828857421875,0.12000000000000001,max_entail,1,False
case_e1c272699b5ca76e,822,Mistral-7B-Instruct-v0.3,3,1,0,0.00357818603515625,0.12000000000000001,max_entail,1,False
case_df4077c561978ea7,2255,Llama-2-7b-chat-hf,0,1,0,0.0196533203125,0.12000000000000001,max_entail,1,False
case_beeedf01e90db63f,2255,Llama-2-7b-chat-hf,0,1,0,0.0107421875,0.12000000000000001,max_entail,1,False
case_5823d9fd4ed3720c,2255,Llama-3.1-8B-Instruct,1,1,0,0.001300811767578125,0.12000000000000001,max_entail,1,False
case_30a7b17ccf0f88b9,2255,Mistral-7B-Instruct-v0.1,2,0,1,0.98681640625,0.12000000000000001,max_entail,3,False
case_cab3171c42c1e7ef,2255,Mistral-7B-Instruct-v0.3,3,1,0,0.022552490234375,0.12000000000000001,max_entail,3,False
case_78874e5e35188674,1214,Mistral-7B-Instruct-v0.1,2,1,0,0.0518798828125,0.12000000000000001,max_entail,1,False
case_bac761a5b38a26e1,1214,Llama-3.1-8B-Instruct,1,1,0,0.01641845703125,0.12000000000000001,max_entail,2,False
case_a58373c606d0b49e,1214,Mistral-7B-Instruct-v0.3,3,1,0,0.039031982421875,0.12000000000000001,max_entail,2,False
case_dcfe4e3d48401d1f,134,Llama-3.1-8B-Instruct,1,1,0,0.0013933181762695312,0.12000000000000001,max_entail,1,False
case_2bdca1cc702b6b52,134,Mistral-7B-Instruct-v0.1,2,1,0,0.0030269622802734375,0.12000000000000001,max_entail,1,False
case_5577a13d60face44,134,Mistral-7B-Instruct-v0.3,3,1,0,0.002117156982421875,0.12000000000000001,max_entail,1,False
case_452a8b577dbb1e0a,1429,Llama-2-7b-chat-hf,0,0,1,0.8994140625,0.12000000000000001,max_entail,1,False
case_884001dfa33b06cf,1429,Llama-3.1-8B-Instruct,1,1,0,0.006565093994140625,0.12000000000000001,max_entail,1,False
case_0316bbf27cda06f3,1429,Mistral-7B-Instruct-v0.1,2,1,0,0.080078125,0.12000000000000001,max_entail,1,False
case_0df51467e1a1fc8f,1429,Mistral-7B-Instruct-v0.3,3,0,1,0.253662109375,0.12000000000000001,max_entail,1,False
case_62ecd74e50b7fe6c,518,Llama-3.1-8B-Instruct,1,1,0,0.0015697479248046875,0.12000000000000001,max_entail,1,False
case_4eb140b1dcebf559,518,Mistral-7B-Instruct-v0.1,2,1,0,0.00814056396484375,0.12000000000000001,max_entail,1,False
case_7af90a4938e38e78,518,Mistral-7B-Instruct-v0.3,3,1,0,0.008453369140625,0.12000000000000001,max_entail,1,False
case_345b52690c76346c,518,Llama-2-7b-chat-hf,0,1,0,0.0025501251220703125,0.12000000000000001,max_entail,1,False
case_75dfa28a0a9824b8,518,Llama-3.1-8B-Instruct,1,1,0,0.0029048919677734375,0.12000000000000001,max_entail,1,False
case_2afdfe0b347faad3,518,Mistral-7B-Instruct-v0.1,2,1,0,0.0037250518798828125,0.12000000000000001,max_entail,1,False
case_f9902209e37cb941,518,Mistral-7B-Instruct-v0.3,3,1,0,0.003795623779296875,0.12000000000000001,max_entail,1,False
case_d44b15441298b878,1273,Llama-3.1-8B-Instruct,1,0,1,0.313232421875,0.12000000000000001,max_entail,1,False
case_fd8ff16e1bcfbff0,1273,Mistral-7B-Instruct-v0.1,2,1,0,0.002758026123046875,0.12000000000000001,max_entail,1,False
case_76833e5e99d6bce5,1273,Llama-2-7b-chat-hf,0,0,1,0.79931640625,0.12000000000000001,max_entail,2,False
case_50cee10e9c254626,1273,Llama-3.1-8B-Instruct,1,1,0,0.0091094970703125,0.12000000000000001,max_entail,1,False
case_79d6666714eb17c5,1273,Mistral-7B-Instruct-v0.1,2,1,0,0.002971649169921875,0.12000000000000001,max_entail,1,False
case_91a973c89890c1ef,1273,Mistral-7B-Instruct-v0.3,3,1,0,0.0038127899169921875,0.12000000000000001,max_entail,2,False
case_a36d0bebf84599ce,1171,Llama-2-7b-chat-hf,0,1,0,0.01334381103515625,0.12000000000000001,max_entail,1,False
case_e8725800cf90fb91,1171,Llama-3.1-8B-Instruct,1,1,0,0.000518798828125,0.12000000000000001,max_entail,1,False
case_329d22500dff739d,1171,Mistral-7B-Instruct-v0.3,3,1,0,0.00363922119140625,0.12000000000000001,max_entail,1,False
case_c9507057cca9d47f,1773,Llama-2-7b-chat-hf,0,1,0,0.08514404296875,0.12000000000000001,max_entail,1,False
case_326fdc916aeedaba,1773,Llama-2-7b-chat-hf,0,1,0,0.040496826171875,0.12000000000000001,max_entail,1,False
case_5016cfc4fa59592b,1773,Llama-3.1-8B-Instruct,1,1,0,0.002231597900390625,0.12000000000000001,max_entail,1,False
case_2858c5df5e7010b7,1773,Mistral-7B-Instruct-v0.1,2,1,0,0.0016527175903320312,0.12000000000000001,max_entail,1,False
case_10a2fac6565053cb,606,Llama-3.1-8B-Instruct,1,1,0,0.061126708984375,0.12000000000000001,max_entail,1,False
case_8d3dcd20302ce393,606,Mistral-7B-Instruct-v0.1,2,0,1,0.40869140625,0.12000000000000001,max_entail,1,False
case_105c3417434b3491,606,Llama-3.1-8B-Instruct,1,1,0,0.01337432861328125,0.12000000000000001,max_entail,1,False
case_92a2302562afae0d,246,Llama-2-7b-chat-hf,0,1,0,0.006717681884765625,0.12000000000000001,max_entail,1,False
case_604fd13b687085aa,246,Llama-3.1-8B-Instruct,1,1,0,0.0011930465698242188,0.12000000000000001,max_entail,1,False
case_18614ba63e66b94f,246,Mistral-7B-Instruct-v0.1,2,1,0,0.0008845329284667969,0.12000000000000001,max_entail,1,False
case_0171a36488fbb85c,246,Mistral-7B-Instruct-v0.3,3,1,0,0.006656646728515625,0.12000000000000001,max_entail,1,False
case_4108db1a6b36e428,1550,Llama-3.1-8B-Instruct,1,1,0,0.0052490234375,0.12000000000000001,max_entail,1,False
case_61e96764c2c28b13,1550,Mistral-7B-Instruct-v0.1,2,1,0,0.007080078125,0.12000000000000001,max_entail,1,False
case_f27ca8b150192d68,1550,Mistral-7B-Instruct-v0.3,3,1,0,0.013427734375,0.12000000000000001,max_entail,1,False
case_0c388f8f56565ab5,738,Llama-2-7b-chat-hf,0,1,0,0.004276275634765625,0.12000000000000001,max_entail,3,False
case_009839a55b2924c5,738,Mistral-7B-Instruct-v0.3,3,1,0,0.08782958984375,0.12000000000000001,max_entail,1,False
case_982d7b4fd52c69f3,738,Llama-2-7b-chat-hf,0,1,0,0.0036716461181640625,0.12000000000000001,max_entail,2,False
case_9e8d141c554c808f,738,Llama-3.1-8B-Instruct,1,1,0,0.00902557373046875,0.12000000000000001,max_entail,1,False
case_99ed08ef58507460,738,Mistral-7B-Instruct-v0.1,2,1,0,0.0093231201171875,0.12000000000000001,max_entail,1,False
case_dad7cc7b37eb1365,443,Llama-2-7b-chat-hf,0,0,1,0.96875,0.12000000000000001,max_entail,2,False
case_6d037d44ca5c61ec,443,Mistral-7B-Instruct-v0.3,3,1,0,0.0032863616943359375,0.12000000000000001,max_entail,1,False
case_65c86468c85d88e2,443,Llama-3.1-8B-Instruct,1,1,0,0.005916595458984375,0.12000000000000001,max_entail,1,False
case_809ca0f36678c235,443,Mistral-7B-Instruct-v0.3,3,1,0,0.0125885009765625,0.12000000000000001,max_entail,1,False
case_e93a2b3793322cfb,646,Llama-2-7b-chat-hf,0,1,0,0.034912109375,0.12000000000000001,max_entail,1,False
case_2751c912c7cae9a5,646,Llama-3.1-8B-Instruct,1,1,0,0.022552490234375,0.12000000000000001,max_entail,1,False
case_880581277ccf1cff,646,Mistral-7B-Instruct-v0.1,2,1,0,0.0083465576171875,0.12000000000000001,max_entail,1,False
case_121d9f8c1bf0e4ba,646,Mistral-7B-Instruct-v0.3,3,1,0,0.032073974609375,0.12000000000000001,max_entail,1,False
case_b7073e48fe6b4491,646,Llama-3.1-8B-Instruct,1,1,0,0.00769805908203125,0.12000000000000001,max_entail,1,False
case_80ee430d86ef7ae3,646,Mistral-7B-Instruct-v0.1,2,1,0,0.005474090576171875,0.12000000000000001,max_entail,1,False
case_cb8036c79048b306,2258,Llama-2-7b-chat-hf,0,1,0,0.0130462646484375,0.12000000000000001,max_entail,1,False
case_034b31391f6c1112,2258,Llama-2-7b-chat-hf,0,1,0,0.005260467529296875,0.12000000000000001,max_entail,2,False
case_0c4eb57c585c96c4,2258,Mistral-7B-Instruct-v0.1,2,1,0,0.004909515380859375,0.12000000000000001,max_entail,2,False
case_b0accfc52e58d69b,876,Llama-2-7b-chat-hf,0,1,0,0.0017242431640625,0.12000000000000001,max_entail,1,False
case_50c482f798bfe49e,876,Mistral-7B-Instruct-v0.1,2,1,0,0.0135650634765625,0.12000000000000001,max_entail,1,False
case_f41dfe407dac06ad,876,Llama-2-7b-chat-hf,0,1,0,0.06195068359375,0.12000000000000001,max_entail,3,False
case_7b6d5e3e4aaba553,876,Mistral-7B-Instruct-v0.1,2,1,0,0.005802154541015625,0.12000000000000001,max_entail,1,False
case_194e2a60d9e29d95,1426,Llama-2-7b-chat-hf,0,0,1,0.12286376953125,0.12000000000000001,max_entail,2,False
case_221271f60bcdd7d9,1426,Llama-3.1-8B-Instruct,1,1,0,0.027435302734375,0.12000000000000001,max_entail,2,False
case_7ea1d72821331e10,1426,Llama-3.1-8B-Instruct,1,1,0,0.003314971923828125,0.12000000000000001,max_entail,1,False
case_617413f545580e3f,1426,Mistral-7B-Instruct-v0.1,2,1,0,0.00579071044921875,0.12000000000000001,max_entail,1,False
case_d39521e3921a5609,1426,Mistral-7B-Instruct-v0.3,3,1,0,0.0063629150390625,0.12000000000000001,max_entail,2,False
case_0360f7a17ad36688,1931,Mistral-7B-Instruct-v0.1,2,1,0,0.010101318359375,0.12000000000000001,max_entail,1,False
case_84795164bf3a82d2,1931,Mistral-7B-Instruct-v0.3,3,1,0,0.0036792755126953125,0.12000000000000001,max_entail,1,False
case_b72c2d4748423c0a,306,Llama-2-7b-chat-hf,0,1,0,0.01125335693359375,0.12000000000000001,max_entail,2,False
case_54587f09c9873793,306,Llama-3.1-8B-Instruct,1,1,0,0.0163421630859375,0.12000000000000001,max_entail,1,False
case_44d6c2bf7285d391,1542,Mistral-7B-Instruct-v0.3,3,0,1,0.9287109375,0.12000000000000001,max_entail,1,False
case_dcc5c41af0553454,1542,Llama-3.1-8B-Instruct,1,1,0,0.0002982616424560547,0.12000000000000001,max_entail,1,False
case_b858a769a7ac9e8c,2208,Mistral-7B-Instruct-v0.1,2,1,0,0.0191802978515625,0.12000000000000001,max_entail,1,False
case_edada87d8ffb402c,2208,Mistral-7B-Instruct-v0.3,3,1,0,0.055633544921875,0.12000000000000001,max_entail,3,False
case_2a689418a8bfd686,781,Llama-3.1-8B-Instruct,1,1,0,0.08966064453125,0.12000000000000001,max_entail,1,False
case_2d8706cdc210beb8,781,Mistral-7B-Instruct-v0.1,2,1,0,0.0845947265625,0.12000000000000001,max_entail,1,False
