question_id,source_row_index,dataset_original_split,project_split,source_model,response_index,expanded_sample_id,faithfulness_label,response_present,missing_reason,split_seed,n_hallucinations
1766,613,train,validation,Llama-2-7b-chat-hf,0,case_5cd66dc4b1f2c806,0,True,,42,1
1766,613,train,validation,Llama-3.1-8B-Instruct,1,case_6c452923aeafd703,1,True,,42,0
1766,613,train,validation,Mistral-7B-Instruct-v0.1,2,case_e577fc8f6d07ad20,0,True,,42,1
1766,613,train,validation,Mistral-7B-Instruct-v0.3,3,case_bf755e9ed81f2be6,1,True,,42,0
1834,621,train,validation,Llama-2-7b-chat-hf,0,case_9c06a549d5954370,1,True,,42,0
1834,621,train,validation,Llama-3.1-8B-Instruct,1,case_2717734262f044e6,1,True,,42,0
1834,621,train,validation,Mistral-7B-Instruct-v0.1,2,case_d08c9eb7680cfd21,1,True,,42,0
1834,621,train,validation,Mistral-7B-Instruct-v0.3,3,case_b4c8cb963cd15d5a,1,True,,42,0
1834,622,train,validation,Llama-2-7b-chat-hf,0,case_5e7e8b646266a0c2,1,True,,42,0
1834,622,train,validation,Llama-3.1-8B-Instruct,1,case_e8be80506f074480,1,True,,42,0
1834,622,train,validation,Mistral-7B-Instruct-v0.1,2,case_7c19db16c31a001e,1,True,,42,0
1834,622,train,validation,Mistral-7B-Instruct-v0.3,3,case_b1631954a6100334,1,True,,42,0
519,628,train,validation,Llama-2-7b-chat-hf,0,case_a27a6dd11e7547ff,0,True,,42,1
519,628,train,validation,Llama-3.1-8B-Instruct,1,case_4a8072eee5277222,1,True,,42,0
519,628,train,validation,Mistral-7B-Instruct-v0.1,2,case_dd47906a153c3fbf,0,True,,42,1
519,628,train,validation,Mistral-7B-Instruct-v0.3,3,case_6ef43213956959f9,1,True,,42,0
519,629,train,validation,Llama-2-7b-chat-hf,0,case_7aba6d6443e40873,0,True,,42,1
519,629,train,validation,Llama-3.1-8B-Instruct,1,case_58d725333acc6cab,1,True,,42,0
519,629,train,validation,Mistral-7B-Instruct-v0.1,2,case_2dc473d795ef4546,0,True,,42,1
519,629,train,validation,Mistral-7B-Instruct-v0.3,3,case_9e6de624ec421db5,1,True,,42,0
1628,640,train,validation,Llama-2-7b-chat-hf,0,case_5793aef555111d1f,0,True,,42,4
1628,640,train,validation,Llama-3.1-8B-Instruct,1,case_2fa009c6e2353707,1,True,,42,0
1628,640,train,validation,Mistral-7B-Instruct-v0.1,2,case_4343e30ee453453f,0,True,,42,1
1628,640,train,validation,Mistral-7B-Instruct-v0.3,3,case_f498586fdbec6357,0,True,,42,1
1628,641,train,validation,Llama-2-7b-chat-hf,0,case_8dcbf17db5a2e310,1,True,,42,0
1628,641,train,validation,Llama-3.1-8B-Instruct,1,case_c51e7bf6fc507405,1,True,,42,0
1628,641,train,validation,Mistral-7B-Instruct-v0.1,2,case_c17565b8b5a8e53d,0,True,,42,1
1628,641,train,validation,Mistral-7B-Instruct-v0.3,3,case_d687dc92354bd87e,1,True,,42,0
945,648,train,validation,Llama-2-7b-chat-hf,0,case_d2707e7537cffd44,1,True,,42,0
945,648,train,validation,Llama-3.1-8B-Instruct,1,case_2c0668081afdaf12,1,True,,42,0
945,648,train,validation,Mistral-7B-Instruct-v0.1,2,case_2ed8c3d2e3eb9168,1,True,,42,0
945,648,train,validation,Mistral-7B-Instruct-v0.3,3,case_ea2aabbb1ff52481,1,True,,42,0
945,649,train,validation,Llama-2-7b-chat-hf,0,case_7f1cd0c25564b837,0,True,,42,1
945,649,train,validation,Llama-3.1-8B-Instruct,1,case_12ddd45dc85b2f13,1,True,,42,0
945,649,train,validation,Mistral-7B-Instruct-v0.1,2,case_0b2728901602360c,1,True,,42,0
945,649,train,validation,Mistral-7B-Instruct-v0.3,3,case_c3a5e7581d6347c1,1,True,,42,0
1639,656,train,validation,Llama-2-7b-chat-hf,0,case_7e7c0db7400d4f3e,1,True,,42,0
1639,656,train,validation,Llama-3.1-8B-Instruct,1,case_ebd84e7601f4d2f3,1,True,,42,0
1639,656,train,validation,Mistral-7B-Instruct-v0.1,2,case_2f5b415cf033dbef,1,True,,42,0
1639,656,train,validation,Mistral-7B-Instruct-v0.3,3,case_900b8ee926591dd6,1,True,,42,0
1639,657,train,validation,Llama-2-7b-chat-hf,0,case_e1d2c240a43bf8de,0,True,,42,1
1639,657,train,validation,Llama-3.1-8B-Instruct,1,case_ab8722e736aed22f,1,True,,42,0
1639,657,train,validation,Mistral-7B-Instruct-v0.1,2,case_c15d543ab7c1e1d5,1,True,,42,0
1639,657,train,validation,Mistral-7B-Instruct-v0.3,3,case_b82a79423eebdb9d,1,True,,42,0
1110,695,train,validation,Llama-2-7b-chat-hf,0,case_8e4e476e9e0aeafe,1,True,,42,0
1110,695,train,validation,Llama-3.1-8B-Instruct,1,case_d51ecf79b6bea0cd,1,True,,42,0
1110,695,train,validation,Mistral-7B-Instruct-v0.1,2,case_fe66d80c23593bac,1,True,,42,0
1110,695,train,validation,Mistral-7B-Instruct-v0.3,3,case_2fc02ec06afef824,0,True,,42,2
1110,696,train,validation,Llama-2-7b-chat-hf,0,case_7132d877e3f6e81f,0,True,,42,1
1110,696,train,validation,Llama-3.1-8B-Instruct,1,case_fca10a8f5a480f7e,1,True,,42,0
1110,696,train,validation,Mistral-7B-Instruct-v0.1,2,case_7ceeb728a4979f9b,0,True,,42,1
1110,696,train,validation,Mistral-7B-Instruct-v0.3,3,case_ce07e1edcade91c5,1,True,,42,0
1488,707,train,validation,Llama-2-7b-chat-hf,0,case_d3160d160cc95dae,1,True,,42,0
1488,707,train,validation,Llama-3.1-8B-Instruct,1,case_20c65b807b5b8e23,1,True,,42,0
1488,707,train,validation,Mistral-7B-Instruct-v0.1,2,case_aa4a3842984cffd2,1,True,,42,0
1488,707,train,validation,Mistral-7B-Instruct-v0.3,3,case_65a8c3dd7fc53b55,1,True,,42,0
1488,708,train,validation,Llama-2-7b-chat-hf,0,case_e5e6af3d5c23a3d8,0,True,,42,2
1488,708,train,validation,Llama-3.1-8B-Instruct,1,case_d44b2999995cc135,1,True,,42,0
1488,708,train,validation,Mistral-7B-Instruct-v0.1,2,case_c0ad85eed5ea8b99,0,True,,42,1
1488,708,train,validation,Mistral-7B-Instruct-v0.3,3,case_9f04478e04e35f81,1,True,,42,0
636,709,train,validation,Llama-2-7b-chat-hf,0,case_849da8bd6c279684,0,True,,42,2
636,709,train,validation,Llama-3.1-8B-Instruct,1,case_882fe0b17dc27796,1,True,,42,0
636,709,train,validation,Mistral-7B-Instruct-v0.1,2,case_6dbf50e785689b3e,1,True,,42,0
636,709,train,validation,Mistral-7B-Instruct-v0.3,3,case_34f93ab6b7f05afa,0,True,,42,1
636,710,train,validation,Llama-2-7b-chat-hf,0,case_dfde46256c51fe36,0,True,,42,1
636,710,train,validation,Llama-3.1-8B-Instruct,1,case_a48b77285439039e,1,True,,42,0
636,710,train,validation,Mistral-7B-Instruct-v0.1,2,case_e5294996491580b5,0,True,,42,1
636,710,train,validation,Mistral-7B-Instruct-v0.3,3,case_741955346b1d1080,1,True,,42,0
1511,753,train,validation,Llama-2-7b-chat-hf,0,case_9379b7c43fd3721e,0,True,,42,1
1511,753,train,validation,Llama-3.1-8B-Instruct,1,case_388814441523d988,1,True,,42,0
1511,753,train,validation,Mistral-7B-Instruct-v0.1,2,case_68635197721597bd,1,True,,42,0
1511,753,train,validation,Mistral-7B-Instruct-v0.3,3,case_5c6c706f5bec8990,1,True,,42,0
1511,754,train,validation,Llama-2-7b-chat-hf,0,case_fc50b17edee3f0f6,1,True,,42,0
1511,754,train,validation,Llama-3.1-8B-Instruct,1,case_cd6b249d4c1fe28a,1,True,,42,0
1511,754,train,validation,Mistral-7B-Instruct-v0.1,2,case_a70f4740cef829cc,1,True,,42,0
1511,754,train,validation,Mistral-7B-Instruct-v0.3,3,case_0692b680675d2839,1,True,,42,0
1466,755,train,validation,Llama-2-7b-chat-hf,0,case_e65ca946feb44555,0,True,,42,1
1466,755,train,validation,Llama-3.1-8B-Instruct,1,case_6d38e85d954c146a,1,True,,42,0
1466,755,train,validation,Mistral-7B-Instruct-v0.1,2,case_3a17d37ea21f8380,0,True,,42,1
1466,755,train,validation,Mistral-7B-Instruct-v0.3,3,case_2b4aa169788a89fe,1,True,,42,0
1466,756,train,validation,Llama-2-7b-chat-hf,0,case_71fb1b39d998c79f,0,True,,42,2
1466,756,train,validation,Llama-3.1-8B-Instruct,1,case_eaf54e0f7972606c,1,True,,42,0
1466,756,train,validation,Mistral-7B-Instruct-v0.1,2,case_b4277563104924c1,0,True,,42,2
1466,756,train,validation,Mistral-7B-Instruct-v0.3,3,case_93400a1f1d38a0c7,0,True,,42,3
479,768,train,validation,Llama-2-7b-chat-hf,0,case_ff253b8a5996cf2b,0,True,,42,1
479,768,train,validation,Llama-3.1-8B-Instruct,1,case_4ae55300486f21a7,1,True,,42,0
479,768,train,validation,Mistral-7B-Instruct-v0.1,2,case_4e60b473840fe940,1,True,,42,0
479,768,train,validation,Mistral-7B-Instruct-v0.3,3,case_284becd921fc36ee,1,True,,42,0
479,769,train,validation,Llama-2-7b-chat-hf,0,case_14224ec77873a8be,0,True,,42,1
479,769,train,validation,Llama-3.1-8B-Instruct,1,case_eb699f5e7bfe4dac,1,True,,42,0
479,769,train,validation,Mistral-7B-Instruct-v0.1,2,case_6ecbae5e58db6aa9,1,True,,42,0
479,769,train,validation,Mistral-7B-Instruct-v0.3,3,case_ac4ae0376cf72280,1,True,,42,0
447,770,train,validation,Llama-2-7b-chat-hf,0,case_01bc705f1f00bbbc,1,True,,42,0
447,770,train,validation,Llama-3.1-8B-Instruct,1,case_cbb079aca0b0c9c5,1,True,,42,0
447,770,train,validation,Mistral-7B-Instruct-v0.1,2,case_1b9282abab0daae3,1,True,,42,0
447,770,train,validation,Mistral-7B-Instruct-v0.3,3,case_c593e4fcb4449fdc,1,True,,42,0
447,771,train,validation,Llama-2-7b-chat-hf,0,case_5825c3a1cba76d88,0,True,,42,1
447,771,train,validation,Llama-3.1-8B-Instruct,1,case_419a3a38f0727eb7,1,True,,42,0
447,771,train,validation,Mistral-7B-Instruct-v0.1,2,case_11d97bb38239186a,0,True,,42,1
447,771,train,validation,Mistral-7B-Instruct-v0.3,3,case_7ec5651d6d1be8a4,1,True,,42,0
907,776,train,validation,Llama-2-7b-chat-hf,0,case_c7bd089a64d435bf,0,True,,42,1
907,776,train,validation,Llama-3.1-8B-Instruct,1,case_80e7fde2c2a8ad84,1,True,,42,0
907,776,train,validation,Mistral-7B-Instruct-v0.1,2,case_6d8a9aceda7528a8,0,True,,42,1
907,776,train,validation,Mistral-7B-Instruct-v0.3,3,case_88e7c49e2ddf3722,1,True,,42,0
907,777,train,validation,Llama-2-7b-chat-hf,0,case_0a97fd8a1374f9e4,0,True,,42,1
907,777,train,validation,Llama-3.1-8B-Instruct,1,case_ed4af05aa3196154,1,True,,42,0
907,777,train,validation,Mistral-7B-Instruct-v0.1,2,case_866fc4e603c8eb25,0,True,,42,2
907,777,train,validation,Mistral-7B-Instruct-v0.3,3,case_d07c55ca04be03a9,1,True,,42,0
1533,780,train,validation,Llama-2-7b-chat-hf,0,case_c0b3820d3aa4658c,0,True,,42,1
1533,780,train,validation,Llama-3.1-8B-Instruct,1,case_2d27d7e4bf88e04d,1,True,,42,0
1533,780,train,validation,Mistral-7B-Instruct-v0.1,2,case_e5b4b5187699636b,0,True,,42,1
1533,780,train,validation,Mistral-7B-Instruct-v0.3,3,case_1d46621f3efdb2fb,1,True,,42,0
1533,781,train,validation,Llama-2-7b-chat-hf,0,case_4b726f658f68d385,0,True,,42,1
1533,781,train,validation,Llama-3.1-8B-Instruct,1,case_7ffd644141fa0c2d,1,True,,42,0
1533,781,train,validation,Mistral-7B-Instruct-v0.1,2,case_a74095ca4cff0be6,0,True,,42,1
1533,781,train,validation,Mistral-7B-Instruct-v0.3,3,case_8b6af58bb1c057cb,0,True,,42,1
1792,786,train,validation,Llama-2-7b-chat-hf,0,case_d1377d6404d1167f,1,True,,42,0
1792,786,train,validation,Llama-3.1-8B-Instruct,1,case_204de17cdd9bae2b,1,True,,42,0
1792,786,train,validation,Mistral-7B-Instruct-v0.1,2,case_764e9207ee0c2184,1,True,,42,0
1792,786,train,validation,Mistral-7B-Instruct-v0.3,3,case_c0737c110f9a10a7,1,True,,42,0
1792,787,train,validation,Llama-2-7b-chat-hf,0,case_0bcf73b678cb1233,1,True,,42,0
1792,787,train,validation,Llama-3.1-8B-Instruct,1,case_896f30db99e8d91f,1,True,,42,0
1792,787,train,validation,Mistral-7B-Instruct-v0.1,2,case_cc6a350e8af7d45b,1,True,,42,0
1792,787,train,validation,Mistral-7B-Instruct-v0.3,3,case_d7c409c410373d34,1,True,,42,0
1008,792,train,validation,Llama-2-7b-chat-hf,0,case_5cdb0286ba94adab,0,True,,42,1
1008,792,train,validation,Llama-3.1-8B-Instruct,1,case_1044681d24c37c6a,1,True,,42,0
1008,792,train,validation,Mistral-7B-Instruct-v0.1,2,case_4adf2b759a98608b,1,True,,42,0
1008,792,train,validation,Mistral-7B-Instruct-v0.3,3,case_da6bd17b54d31138,1,True,,42,0
1008,793,train,validation,Llama-2-7b-chat-hf,0,case_1fa3851e7aa56f8e,0,True,,42,1
1008,793,train,validation,Llama-3.1-8B-Instruct,1,case_4f3f61f90d632b7d,1,True,,42,0
1008,793,train,validation,Mistral-7B-Instruct-v0.1,2,case_f59b71f84b5a70d9,0,True,,42,1
1008,793,train,validation,Mistral-7B-Instruct-v0.3,3,case_37b4b131dc2383a8,1,True,,42,0
1546,804,train,validation,Llama-2-7b-chat-hf,0,case_ec33dbe9fcd6b8dc,1,True,,42,0
1546,804,train,validation,Llama-3.1-8B-Instruct,1,case_bc87982bd0898041,1,True,,42,0
1546,804,train,validation,Mistral-7B-Instruct-v0.1,2,case_8f52cd63d5ddddcb,1,True,,42,0
1546,804,train,validation,Mistral-7B-Instruct-v0.3,3,case_96ad08c6f6e57eb0,1,True,,42,0
1546,805,train,validation,Llama-2-7b-chat-hf,0,case_38ede84ee75bda86,1,True,,42,0
1546,805,train,validation,Llama-3.1-8B-Instruct,1,case_2c0c84e2b557277a,1,True,,42,0
1546,805,train,validation,Mistral-7B-Instruct-v0.1,2,case_98b8eeff979d280e,1,True,,42,0
1546,805,train,validation,Mistral-7B-Instruct-v0.3,3,case_1759c2bc0ea5a130,1,True,,42,0
1978,810,train,validation,Llama-2-7b-chat-hf,0,case_4700e0327d4cc28d,1,True,,42,0
1978,810,train,validation,Llama-3.1-8B-Instruct,1,case_05bae6720d165b65,0,True,,42,2
1978,810,train,validation,Mistral-7B-Instruct-v0.1,2,case_5a5765664205bce8,0,True,,42,1
1978,810,train,validation,Mistral-7B-Instruct-v0.3,3,case_343b069e8d849a64,0,True,,42,1
1978,811,train,validation,Llama-2-7b-chat-hf,0,case_84c98f177230135d,1,True,,42,0
1978,811,train,validation,Llama-3.1-8B-Instruct,1,case_8cfffe6e1c68602c,1,True,,42,0
1978,811,train,validation,Mistral-7B-Instruct-v0.1,2,case_6a41cda9903b2518,0,True,,42,1
1978,811,train,validation,Mistral-7B-Instruct-v0.3,3,case_2fd7360a6de31632,1,True,,42,0
903,826,train,validation,Llama-2-7b-chat-hf,0,case_bf65f941d370d4fe,0,True,,42,1
903,826,train,validation,Llama-3.1-8B-Instruct,1,case_44f140d5d40f569e,1,True,,42,0
903,826,train,validation,Mistral-7B-Instruct-v0.1,2,case_cc2415c116f32b06,1,True,,42,0
903,826,train,validation,Mistral-7B-Instruct-v0.3,3,case_752096c728987570,1,True,,42,0
903,827,train,validation,Llama-2-7b-chat-hf,0,case_3d2fd7ca39745491,1,True,,42,0
903,827,train,validation,Llama-3.1-8B-Instruct,1,case_34441b9bbcb0f071,1,True,,42,0
903,827,train,validation,Mistral-7B-Instruct-v0.1,2,case_ff3920710fba8163,1,True,,42,0
903,827,train,validation,Mistral-7B-Instruct-v0.3,3,case_1971ed44220769b6,1,True,,42,0
2282,836,train,validation,Llama-2-7b-chat-hf,0,case_0dec417532b575d4,0,True,,42,3
2282,836,train,validation,Llama-3.1-8B-Instruct,1,case_4c2c555a85bb4955,1,True,,42,0
2282,836,train,validation,Mistral-7B-Instruct-v0.1,2,case_9415a8e86b896925,1,True,,42,0
2282,836,train,validation,Mistral-7B-Instruct-v0.3,3,case_2525d08081d6ef68,1,True,,42,0
2282,837,train,validation,Llama-2-7b-chat-hf,0,case_ec1d924df62f50ac,0,True,,42,1
2282,837,train,validation,Llama-3.1-8B-Instruct,1,case_333eaf2de1ee2e38,1,True,,42,0
2282,837,train,validation,Mistral-7B-Instruct-v0.1,2,case_483f8b97b1b1f02f,1,True,,42,0
2282,837,train,validation,Mistral-7B-Instruct-v0.3,3,case_4a09acb53e2a9e4a,0,True,,42,1
1041,838,train,validation,Llama-2-7b-chat-hf,0,case_d5187bd313e23ef3,1,True,,42,0
1041,838,train,validation,Llama-3.1-8B-Instruct,1,case_dd6095e74a52acc1,1,True,,42,0
1041,838,train,validation,Mistral-7B-Instruct-v0.1,2,case_02d181d0f4c90287,1,True,,42,0
1041,838,train,validation,Mistral-7B-Instruct-v0.3,3,case_e0c1cd9db9df7a23,1,True,,42,0
1041,839,train,validation,Llama-2-7b-chat-hf,0,case_7e7a28764dbde336,1,True,,42,0
1041,839,train,validation,Llama-3.1-8B-Instruct,1,case_44dc6b00a136d737,1,True,,42,0
1041,839,train,validation,Mistral-7B-Instruct-v0.1,2,case_6074999030a2eefe,1,True,,42,0
1041,839,train,validation,Mistral-7B-Instruct-v0.3,3,case_83b06a4ba49ae600,1,True,,42,0
1872,842,train,validation,Llama-2-7b-chat-hf,0,case_2c545d9dd9d91214,1,True,,42,0
1872,842,train,validation,Llama-3.1-8B-Instruct,1,case_1f240c00f09ec230,1,True,,42,0
1872,842,train,validation,Mistral-7B-Instruct-v0.1,2,case_6513638f9a65761c,1,True,,42,0
1872,842,train,validation,Mistral-7B-Instruct-v0.3,3,case_971bab4b144e96d6,1,True,,42,0
1409,849,train,validation,Llama-2-7b-chat-hf,0,case_146c29abb19fe017,1,True,,42,0
1409,849,train,validation,Llama-3.1-8B-Instruct,1,case_06e3b7362b0639a4,1,True,,42,0
1409,849,train,validation,Mistral-7B-Instruct-v0.1,2,case_d8a58a961b008fc5,1,True,,42,0
1409,849,train,validation,Mistral-7B-Instruct-v0.3,3,case_eeac92b14c1f99e6,1,True,,42,0
1409,850,train,validation,Llama-2-7b-chat-hf,0,case_6778a7f924c29ff5,0,True,,42,1
1409,850,train,validation,Llama-3.1-8B-Instruct,1,case_c7bb711010eb21fd,1,True,,42,0
1409,850,train,validation,Mistral-7B-Instruct-v0.1,2,case_8c446d81277a6f73,1,True,,42,0
1409,850,train,validation,Mistral-7B-Instruct-v0.3,3,case_ca6cd562b91aa34b,1,True,,42,0
1206,853,train,validation,Llama-2-7b-chat-hf,0,case_8d93042ba37ecce6,1,True,,42,0
1206,853,train,validation,Llama-3.1-8B-Instruct,1,case_7f6cba6c87f69b8f,1,True,,42,0
1206,853,train,validation,Mistral-7B-Instruct-v0.1,2,case_b4b37348a4deb6f8,1,True,,42,0
1206,853,train,validation,Mistral-7B-Instruct-v0.3,3,case_9ef3ab3113c93c68,1,True,,42,0
1206,854,train,validation,Llama-2-7b-chat-hf,0,case_b34fe6a2ff8d48d3,0,True,,42,1
1206,854,train,validation,Llama-3.1-8B-Instruct,1,case_7566bfaa1673daaa,1,True,,42,0
1206,854,train,validation,Mistral-7B-Instruct-v0.1,2,case_3abe1728ac9429d6,1,True,,42,0
1206,854,train,validation,Mistral-7B-Instruct-v0.3,3,case_23417f98a585f0ad,1,True,,42,0
1333,893,train,validation,Llama-2-7b-chat-hf,0,case_538b2d5dc4726d61,0,True,,42,1
1333,893,train,validation,Llama-3.1-8B-Instruct,1,case_734b75cedcf3168a,1,True,,42,0
1333,893,train,validation,Mistral-7B-Instruct-v0.1,2,case_54b1a4efb44d7db5,1,True,,42,0
1333,893,train,validation,Mistral-7B-Instruct-v0.3,3,case_55a15777f89d84c9,1,True,,42,0
1333,894,train,validation,Llama-2-7b-chat-hf,0,case_39ea473fcd99014f,0,True,,42,2
1333,894,train,validation,Llama-3.1-8B-Instruct,1,case_1a95902f47168260,1,True,,42,0
1333,894,train,validation,Mistral-7B-Instruct-v0.1,2,case_16608f88486c4beb,0,True,,42,1
1333,894,train,validation,Mistral-7B-Instruct-v0.3,3,case_6b248c84fcbb875f,1,True,,42,0
2266,897,train,validation,Llama-2-7b-chat-hf,0,case_d4ca8bd85e1272c1,0,True,,42,1
2266,897,train,validation,Llama-3.1-8B-Instruct,1,case_459e858bf9d34522,0,True,,42,1
2266,897,train,validation,Mistral-7B-Instruct-v0.1,2,case_360270c5b4a8f396,0,True,,42,1
2266,897,train,validation,Mistral-7B-Instruct-v0.3,3,case_4df4c9f3b5737d97,0,True,,42,3
2266,898,train,validation,Llama-2-7b-chat-hf,0,case_1530e0d32e76600f,1,True,,42,0
2266,898,train,validation,Llama-3.1-8B-Instruct,1,case_aab1c350351e0c99,1,True,,42,0
2266,898,train,validation,Mistral-7B-Instruct-v0.1,2,case_92d2789226f6455b,1,True,,42,0
2266,898,train,validation,Mistral-7B-Instruct-v0.3,3,case_48bd2199032c9daa,1,True,,42,0
1998,901,train,validation,Llama-2-7b-chat-hf,0,case_f683f8d07b6bbb39,0,True,,42,1
1998,901,train,validation,Llama-3.1-8B-Instruct,1,case_93f9b7ecbf926bbc,1,True,,42,0
1998,901,train,validation,Mistral-7B-Instruct-v0.1,2,case_4fbe43b7d4c401ea,1,True,,42,0
1998,901,train,validation,Mistral-7B-Instruct-v0.3,3,case_eadfee4accff0722,0,True,,42,1
1998,902,train,validation,Llama-2-7b-chat-hf,0,case_1e33ddd3ca27f435,0,True,,42,1
1998,902,train,validation,Llama-3.1-8B-Instruct,1,case_3e509b223878adeb,1,True,,42,0
1998,902,train,validation,Mistral-7B-Instruct-v0.1,2,case_0ced77b71e8f902e,1,True,,42,0
1998,902,train,validation,Mistral-7B-Instruct-v0.3,3,case_e7519b701239bda9,0,True,,42,1
1522,903,train,validation,Llama-2-7b-chat-hf,0,case_e6b6973e0d9e54d0,1,True,,42,0
1522,903,train,validation,Llama-3.1-8B-Instruct,1,case_3d10ee373b83466f,1,True,,42,0
1522,903,train,validation,Mistral-7B-Instruct-v0.1,2,case_17e3192c630af34d,1,True,,42,0
1522,903,train,validation,Mistral-7B-Instruct-v0.3,3,case_41c8c71865910bca,1,True,,42,0
1522,904,train,validation,Llama-2-7b-chat-hf,0,case_54a1e4a462809f24,0,True,,42,1
1522,904,train,validation,Llama-3.1-8B-Instruct,1,case_4f55c52278565729,1,True,,42,0
1522,904,train,validation,Mistral-7B-Instruct-v0.1,2,case_440e3bb4f6cd666c,1,True,,42,0
1522,904,train,validation,Mistral-7B-Instruct-v0.3,3,case_ab45d6b455456b98,1,True,,42,0
83,913,train,validation,Llama-2-7b-chat-hf,0,case_0e444a223cd04a6a,0,True,,42,1
83,913,train,validation,Llama-3.1-8B-Instruct,1,case_2a4d394dd2c19f03,1,True,,42,0
83,913,train,validation,Mistral-7B-Instruct-v0.1,2,case_2d2d195205ff3149,1,True,,42,0
83,913,train,validation,Mistral-7B-Instruct-v0.3,3,case_480798bd9a9cc792,1,True,,42,0
83,914,train,validation,Llama-2-7b-chat-hf,0,case_3ad96e2a0df24d1d,0,True,,42,1
83,914,train,validation,Llama-3.1-8B-Instruct,1,case_d7b450a2f5724974,1,True,,42,0
83,914,train,validation,Mistral-7B-Instruct-v0.1,2,case_42ed445e8888689f,1,True,,42,0
83,914,train,validation,Mistral-7B-Instruct-v0.3,3,case_f9afee63fe838afb,1,True,,42,0
2212,933,train,validation,Llama-2-7b-chat-hf,0,case_0371a6b9f64b5858,1,True,,42,0
2212,933,train,validation,Llama-3.1-8B-Instruct,1,case_0dcd867d942d70b9,1,True,,42,0
2212,933,train,validation,Mistral-7B-Instruct-v0.1,2,case_4330c21107b5fcd7,1,True,,42,0
2212,933,train,validation,Mistral-7B-Instruct-v0.3,3,case_3db833ab1720f3b1,1,True,,42,0
2212,934,train,validation,Llama-2-7b-chat-hf,0,case_c165643d8815bfda,1,True,,42,0
2212,934,train,validation,Llama-3.1-8B-Instruct,1,case_010d3dbb4b91d304,1,True,,42,0
2212,934,train,validation,Mistral-7B-Instruct-v0.1,2,case_1f8790586cc46a84,1,True,,42,0
2212,934,train,validation,Mistral-7B-Instruct-v0.3,3,case_8d1937724523ccd3,1,True,,42,0
1068,939,train,validation,Llama-2-7b-chat-hf,0,case_e99b1c77c783a722,1,True,,42,0
1068,939,train,validation,Llama-3.1-8B-Instruct,1,case_8fbd839293506bac,1,True,,42,0
1068,939,train,validation,Mistral-7B-Instruct-v0.1,2,case_b143a6f20ec17055,1,True,,42,0
1068,939,train,validation,Mistral-7B-Instruct-v0.3,3,case_6924c07ccd0dafea,1,True,,42,0
1068,940,train,validation,Llama-2-7b-chat-hf,0,case_db6c2b44dbd783b5,1,True,,42,0
1068,940,train,validation,Llama-3.1-8B-Instruct,1,case_0096cb0b79a818d8,1,True,,42,0
1068,940,train,validation,Mistral-7B-Instruct-v0.1,2,case_2c6ffc622831443a,1,True,,42,0
1068,940,train,validation,Mistral-7B-Instruct-v0.3,3,case_8b4d5c87678c1d9c,1,True,,42,0
1430,941,train,validation,Llama-2-7b-chat-hf,0,case_11f0fa40c59da3bd,1,True,,42,0
1430,941,train,validation,Llama-3.1-8B-Instruct,1,case_8c99a48d31da0503,1,True,,42,0
1430,941,train,validation,Mistral-7B-Instruct-v0.1,2,case_135f78957288230a,1,True,,42,0
1430,941,train,validation,Mistral-7B-Instruct-v0.3,3,case_83187345d194d891,1,True,,42,0
1430,942,train,validation,Llama-2-7b-chat-hf,0,case_d7c41b10f592f5c7,0,True,,42,1
1430,942,train,validation,Llama-3.1-8B-Instruct,1,case_5097ab540cd123b8,1,True,,42,0
1430,942,train,validation,Mistral-7B-Instruct-v0.1,2,case_14a0f67858cd00d0,1,True,,42,0
1430,942,train,validation,Mistral-7B-Instruct-v0.3,3,case_3094672fd95c6942,1,True,,42,0
694,943,train,validation,Llama-2-7b-chat-hf,0,case_36e7aa5944453ac6,0,True,,42,2
694,943,train,validation,Llama-3.1-8B-Instruct,1,case_3ab1d711b549e9bd,1,True,,42,0
694,943,train,validation,Mistral-7B-Instruct-v0.1,2,case_fd7ab0a2c67c8fbf,0,True,,42,1
694,943,train,validation,Mistral-7B-Instruct-v0.3,3,case_fc903b7264e4a424,0,True,,42,1
694,944,train,validation,Llama-2-7b-chat-hf,0,case_54cd024c262a89de,1,True,,42,0
694,944,train,validation,Llama-3.1-8B-Instruct,1,case_2cd9db0cd93197da,1,True,,42,0
694,944,train,validation,Mistral-7B-Instruct-v0.1,2,case_5c47964c0453cdf1,1,True,,42,0
694,944,train,validation,Mistral-7B-Instruct-v0.3,3,case_6aedb69bd6b4cd16,1,True,,42,0
933,953,train,validation,Llama-2-7b-chat-hf,0,case_2c7bc19b6ea261ca,1,True,,42,0
933,953,train,validation,Llama-3.1-8B-Instruct,1,case_704a3628aba620bd,1,True,,42,0
933,953,train,validation,Mistral-7B-Instruct-v0.1,2,case_8a1c64f836f44aa8,1,True,,42,0
933,953,train,validation,Mistral-7B-Instruct-v0.3,3,case_73ad31c68f781de5,1,True,,42,0
933,954,train,validation,Llama-2-7b-chat-hf,0,case_00df33bb80b07165,0,True,,42,1
933,954,train,validation,Llama-3.1-8B-Instruct,1,case_00a708f57f4701f8,1,True,,42,0
933,954,train,validation,Mistral-7B-Instruct-v0.1,2,case_b65dd756303f344d,0,True,,42,1
933,954,train,validation,Mistral-7B-Instruct-v0.3,3,case_bdb88fbcec103bf3,1,True,,42,0
