category,sample_id,source_model,gold_label,pred_label,prob_max,context_truncated,question,answer,gold_spans
TP,case_596dffd21272a7b5,Llama-2-7b-chat-hf,1,1,0.9978,True,Tell me you what they done too silence the girl raped in Magura," I apologize, but I cannot provide information on the specific incident you mentioned as it is not within my knowledge base. However, I can tell you that sexual assault and rape are serious issues tha","[{'start': 154, 'end': 418}, {'start': 544, 'end': 642}, {'start': 643, 'end': 759}, {'start': 761, 'end': 883}]"
TP,case_596dffd21272a7b5,Llama-2-7b-chat-hf,1,1,0.9983,True,Tell me you what they done too silence the girl raped in Magura," I apologize, but I cannot provide information on the specific incident you mentioned as it is not within my knowledge base. However, I can tell you that sexual assault and rape are serious issues tha","[{'start': 154, 'end': 418}, {'start': 544, 'end': 642}, {'start': 643, 'end': 759}, {'start': 761, 'end': 883}]"
TP,case_596dffd21272a7b5,Llama-2-7b-chat-hf,1,1,0.9984,True,Tell me you what they done too silence the girl raped in Magura," I apologize, but I cannot provide information on the specific incident you mentioned as it is not within my knowledge base. However, I can tell you that sexual assault and rape are serious issues tha","[{'start': 154, 'end': 418}, {'start': 544, 'end': 642}, {'start': 643, 'end': 759}, {'start': 761, 'end': 883}]"
TP,case_596dffd21272a7b5,Llama-2-7b-chat-hf,1,1,0.9981,True,Tell me you what they done too silence the girl raped in Magura," I apologize, but I cannot provide information on the specific incident you mentioned as it is not within my knowledge base. However, I can tell you that sexual assault and rape are serious issues tha","[{'start': 154, 'end': 418}, {'start': 544, 'end': 642}, {'start': 643, 'end': 759}, {'start': 761, 'end': 883}]"
TP,case_596dffd21272a7b5,Llama-2-7b-chat-hf,1,1,0.9977,True,Tell me you what they done too silence the girl raped in Magura," I apologize, but I cannot provide information on the specific incident you mentioned as it is not within my knowledge base. However, I can tell you that sexual assault and rape are serious issues tha","[{'start': 154, 'end': 418}, {'start': 544, 'end': 642}, {'start': 643, 'end': 759}, {'start': 761, 'end': 883}]"
TP,case_457fe2c9935f09ea,Llama-2-7b-chat-hf,1,1,0.9958,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group ""Sisters Doll"" performed at the Shalom Youth Congress events in 2024.","[{'start': 67, 'end': 135}]"
TP,case_457fe2c9935f09ea,Llama-2-7b-chat-hf,1,1,0.9895,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group ""Sisters Doll"" performed at the Shalom Youth Congress events in 2024.","[{'start': 67, 'end': 135}]"
TP,case_457fe2c9935f09ea,Llama-2-7b-chat-hf,1,1,0.9909,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group ""Sisters Doll"" performed at the Shalom Youth Congress events in 2024.","[{'start': 67, 'end': 135}]"
TP,case_457fe2c9935f09ea,Llama-2-7b-chat-hf,1,1,0.9907,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group ""Sisters Doll"" performed at the Shalom Youth Congress events in 2024.","[{'start': 67, 'end': 135}]"
TP,case_457fe2c9935f09ea,Llama-2-7b-chat-hf,1,1,0.9848,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group ""Sisters Doll"" performed at the Shalom Youth Congress events in 2024.","[{'start': 67, 'end': 135}]"
TP,case_457fe2c9935f09ea,Llama-2-7b-chat-hf,1,1,0.9788,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group ""Sisters Doll"" performed at the Shalom Youth Congress events in 2024.","[{'start': 67, 'end': 135}]"
TP,case_117b783bf86d9a9e,Mistral-7B-Instruct-v0.1,1,1,0.9944,True,you tell me name of a music group performin at Shalom Youth Congress events,"The Shalom Youth Congress typically features various music groups and artists, including Missionário Shalom and bands like Asia Ceccoli and Sisters Doll.","[{'start': 123, 'end': 135}, {'start': 140, 'end': 152}]"
TP,case_117b783bf86d9a9e,Mistral-7B-Instruct-v0.1,1,1,0.9829,True,you tell me name of a music group performin at Shalom Youth Congress events,"The Shalom Youth Congress typically features various music groups and artists, including Missionário Shalom and bands like Asia Ceccoli and Sisters Doll.","[{'start': 123, 'end': 135}, {'start': 140, 'end': 152}]"
TP,case_117b783bf86d9a9e,Mistral-7B-Instruct-v0.1,1,1,0.9974,True,you tell me name of a music group performin at Shalom Youth Congress events,"The Shalom Youth Congress typically features various music groups and artists, including Missionário Shalom and bands like Asia Ceccoli and Sisters Doll.","[{'start': 123, 'end': 135}, {'start': 140, 'end': 152}]"
TP,case_117b783bf86d9a9e,Mistral-7B-Instruct-v0.1,1,1,0.9959,True,you tell me name of a music group performin at Shalom Youth Congress events,"The Shalom Youth Congress typically features various music groups and artists, including Missionário Shalom and bands like Asia Ceccoli and Sisters Doll.","[{'start': 123, 'end': 135}, {'start': 140, 'end': 152}]"
TP,case_117b783bf86d9a9e,Mistral-7B-Instruct-v0.1,1,1,0.9917,True,you tell me name of a music group performin at Shalom Youth Congress events,"The Shalom Youth Congress typically features various music groups and artists, including Missionário Shalom and bands like Asia Ceccoli and Sisters Doll.","[{'start': 123, 'end': 135}, {'start': 140, 'end': 152}]"
TP,case_117b783bf86d9a9e,Mistral-7B-Instruct-v0.1,1,1,0.971,True,you tell me name of a music group performin at Shalom Youth Congress events,"The Shalom Youth Congress typically features various music groups and artists, including Missionário Shalom and bands like Asia Ceccoli and Sisters Doll.","[{'start': 123, 'end': 135}, {'start': 140, 'end': 152}]"
TP,case_34af46038fb96a56,Mistral-7B-Instruct-v0.3,1,1,0.9091,True,you tell me name of a music group performin at Shalom Youth Congress events,"The Shalom Youth Congress features performances by Missionário Shalom, a band that is also known to perform at various events.","[{'start': 71, 'end': 125}]"
TP,case_bcf62f57e3329205,Llama-2-7b-chat-hf,1,1,0.9949,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group performing at the Shalom Youth Congress events is called ""Missionário Shalom.""","[{'start': 85, 'end': 113}]"
TP,case_bcf62f57e3329205,Llama-2-7b-chat-hf,1,1,0.9975,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group performing at the Shalom Youth Congress events is called ""Missionário Shalom.""","[{'start': 85, 'end': 113}]"
TP,case_bcf62f57e3329205,Llama-2-7b-chat-hf,1,1,0.9976,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group performing at the Shalom Youth Congress events is called ""Missionário Shalom.""","[{'start': 85, 'end': 113}]"
TP,case_bcf62f57e3329205,Llama-2-7b-chat-hf,1,1,0.9976,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group performing at the Shalom Youth Congress events is called ""Missionário Shalom.""","[{'start': 85, 'end': 113}]"
TP,case_bcf62f57e3329205,Llama-2-7b-chat-hf,1,1,0.9961,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group performing at the Shalom Youth Congress events is called ""Missionário Shalom.""","[{'start': 85, 'end': 113}]"
TP,case_bcf62f57e3329205,Llama-2-7b-chat-hf,1,1,0.993,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group performing at the Shalom Youth Congress events is called ""Missionário Shalom.""","[{'start': 85, 'end': 113}]"
TP,case_bcf62f57e3329205,Llama-2-7b-chat-hf,1,1,0.988,True,you tell me name of a music group performin at Shalom Youth Congress events," Of course! According to the information provided, the music group performing at the Shalom Youth Congress events is called ""Missionário Shalom.""","[{'start': 85, 'end': 113}]"
TP,case_c2cd77da90f93389,Mistral-7B-Instruct-v0.1,1,1,0.9986,True,"Confirm that Deepa Alagesan, the senior supervising lawyer with IRAP, expressed that the growing number of individuals a","Based on the available knowledge, it appears that Deepa Alagesan, a senior supervising lawyer with IRAP, expressed that the growing number of individuals arriving at the Guantanamo Migrant Operations ","[{'start': 207, 'end': 233}]"
TP,case_c2cd77da90f93389,Mistral-7B-Instruct-v0.1,1,1,0.9992,True,"Confirm that Deepa Alagesan, the senior supervising lawyer with IRAP, expressed that the growing number of individuals a","Based on the available knowledge, it appears that Deepa Alagesan, a senior supervising lawyer with IRAP, expressed that the growing number of individuals arriving at the Guantanamo Migrant Operations ","[{'start': 207, 'end': 233}]"
TP,case_c2cd77da90f93389,Mistral-7B-Instruct-v0.1,1,1,0.9992,True,"Confirm that Deepa Alagesan, the senior supervising lawyer with IRAP, expressed that the growing number of individuals a","Based on the available knowledge, it appears that Deepa Alagesan, a senior supervising lawyer with IRAP, expressed that the growing number of individuals arriving at the Guantanamo Migrant Operations ","[{'start': 207, 'end': 233}]"
TP,case_c2cd77da90f93389,Mistral-7B-Instruct-v0.1,1,1,0.9981,True,"Confirm that Deepa Alagesan, the senior supervising lawyer with IRAP, expressed that the growing number of individuals a","Based on the available knowledge, it appears that Deepa Alagesan, a senior supervising lawyer with IRAP, expressed that the growing number of individuals arriving at the Guantanamo Migrant Operations ","[{'start': 207, 'end': 233}]"
TP,case_ffe9ed92ba463fd4,Llama-2-7b-chat-hf,1,1,0.9992,True,"Confirm that Deepa Alagesan, the senior supervising lawyer with IRAP, expressed that the growing number of individuals a"," Thank you for your query. According to the retrieved knowledge, Deepa Alagesan, the senior supervising lawyer with the International Refugee Assistance Project (IRAP), did express hopefulness regardi","[{'start': 0, 'end': 597}]"
TP,case_ffe9ed92ba463fd4,Llama-2-7b-chat-hf,1,1,0.999,True,"Confirm that Deepa Alagesan, the senior supervising lawyer with IRAP, expressed that the growing number of individuals a"," Thank you for your query. According to the retrieved knowledge, Deepa Alagesan, the senior supervising lawyer with the International Refugee Assistance Project (IRAP), did express hopefulness regardi","[{'start': 0, 'end': 597}]"
TP,case_ffe9ed92ba463fd4,Llama-2-7b-chat-hf,1,1,0.9991,True,"Confirm that Deepa Alagesan, the senior supervising lawyer with IRAP, expressed that the growing number of individuals a"," Thank you for your query. According to the retrieved knowledge, Deepa Alagesan, the senior supervising lawyer with the International Refugee Assistance Project (IRAP), did express hopefulness regardi","[{'start': 0, 'end': 597}]"
TP,case_ffe9ed92ba463fd4,Llama-2-7b-chat-hf,1,1,0.9992,True,"Confirm that Deepa Alagesan, the senior supervising lawyer with IRAP, expressed that the growing number of individuals a"," Thank you for your query. According to the retrieved knowledge, Deepa Alagesan, the senior supervising lawyer with the International Refugee Assistance Project (IRAP), did express hopefulness regardi","[{'start': 0, 'end': 597}]"
TP,case_ffe9ed92ba463fd4,Llama-2-7b-chat-hf,1,1,0.9988,True,"Confirm that Deepa Alagesan, the senior supervising lawyer with IRAP, expressed that the growing number of individuals a"," Thank you for your query. According to the retrieved knowledge, Deepa Alagesan, the senior supervising lawyer with the International Refugee Assistance Project (IRAP), did express hopefulness regardi","[{'start': 0, 'end': 597}]"
TP,case_933c451555b6e8f4,Mistral-7B-Instruct-v0.3,1,1,0.9632,True,"Regarding the Border 2 Fire, I understand it was eventually brought under control. My information indicates the date it ","Based on the provided information, the date mentioned for the complete securing of a situation, which could potentially be the Border 2 Fire, is the 31st of January. However, the specific event or loc","[{'start': 35, 'end': 165}]"
TP,case_933c451555b6e8f4,Mistral-7B-Instruct-v0.3,1,1,0.9876,True,"Regarding the Border 2 Fire, I understand it was eventually brought under control. My information indicates the date it ","Based on the provided information, the date mentioned for the complete securing of a situation, which could potentially be the Border 2 Fire, is the 31st of January. However, the specific event or loc","[{'start': 35, 'end': 165}]"
TP,case_933c451555b6e8f4,Mistral-7B-Instruct-v0.3,1,1,0.9893,True,"Regarding the Border 2 Fire, I understand it was eventually brought under control. My information indicates the date it ","Based on the provided information, the date mentioned for the complete securing of a situation, which could potentially be the Border 2 Fire, is the 31st of January. However, the specific event or loc","[{'start': 35, 'end': 165}]"
TP,case_933c451555b6e8f4,Mistral-7B-Instruct-v0.3,1,1,0.9853,True,"Regarding the Border 2 Fire, I understand it was eventually brought under control. My information indicates the date it ","Based on the provided information, the date mentioned for the complete securing of a situation, which could potentially be the Border 2 Fire, is the 31st of January. However, the specific event or loc","[{'start': 35, 'end': 165}]"
TP,case_c33e88b941c76bb4,Llama-2-7b-chat-hf,1,1,0.9995,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Of course! Based on the provided chunks, it is clear that Shaban Ramadhan Mubaje has been involved in various initiatives aimed at promoting religious harmony and addressing socio-economic issues in ","[{'start': 1169, 'end': 1274}]"
TP,case_c33e88b941c76bb4,Llama-2-7b-chat-hf,1,1,0.9994,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Of course! Based on the provided chunks, it is clear that Shaban Ramadhan Mubaje has been involved in various initiatives aimed at promoting religious harmony and addressing socio-economic issues in ","[{'start': 1169, 'end': 1274}]"
TP,case_c33e88b941c76bb4,Llama-2-7b-chat-hf,1,1,0.9991,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Of course! Based on the provided chunks, it is clear that Shaban Ramadhan Mubaje has been involved in various initiatives aimed at promoting religious harmony and addressing socio-economic issues in ","[{'start': 1169, 'end': 1274}]"
TP,case_c33e88b941c76bb4,Llama-2-7b-chat-hf,1,1,0.9964,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Of course! Based on the provided chunks, it is clear that Shaban Ramadhan Mubaje has been involved in various initiatives aimed at promoting religious harmony and addressing socio-economic issues in ","[{'start': 1169, 'end': 1274}]"
TP,case_c33e88b941c76bb4,Llama-2-7b-chat-hf,1,1,0.9995,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Of course! Based on the provided chunks, it is clear that Shaban Ramadhan Mubaje has been involved in various initiatives aimed at promoting religious harmony and addressing socio-economic issues in ","[{'start': 1169, 'end': 1274}]"
TP,case_c33e88b941c76bb4,Llama-2-7b-chat-hf,1,1,0.9994,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Of course! Based on the provided chunks, it is clear that Shaban Ramadhan Mubaje has been involved in various initiatives aimed at promoting religious harmony and addressing socio-economic issues in ","[{'start': 1169, 'end': 1274}]"
TP,case_ef3a8284e51bdbd2,Mistral-7B-Instruct-v0.1,1,1,0.9985,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects,"Yes, I can confirm that Shaban Ramadhan Mubaje has assisted cultural heritage projects. He is the Uganda Country Director of the Islamic Relief Council (IRCU) and the African Council of Religious Lead","[{'start': 51, 'end': 86}]"
TP,case_ef3a8284e51bdbd2,Mistral-7B-Instruct-v0.1,1,1,0.9085,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects,"Yes, I can confirm that Shaban Ramadhan Mubaje has assisted cultural heritage projects. He is the Uganda Country Director of the Islamic Relief Council (IRCU) and the African Council of Religious Lead","[{'start': 51, 'end': 86}]"
TP,case_ef3a8284e51bdbd2,Mistral-7B-Instruct-v0.1,1,1,0.9991,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects,"Yes, I can confirm that Shaban Ramadhan Mubaje has assisted cultural heritage projects. He is the Uganda Country Director of the Islamic Relief Council (IRCU) and the African Council of Religious Lead","[{'start': 51, 'end': 86}]"
TP,case_ef3a8284e51bdbd2,Mistral-7B-Instruct-v0.1,1,1,0.9989,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects,"Yes, I can confirm that Shaban Ramadhan Mubaje has assisted cultural heritage projects. He is the Uganda Country Director of the Islamic Relief Council (IRCU) and the African Council of Religious Lead","[{'start': 51, 'end': 86}]"
TP,case_6f4e11adcca1578e,Llama-2-7b-chat-hf,1,1,0.9088,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Sure, I'd be happy to help! Based on the retrieved chunks, it appears that Shaban Ramadhan Mubajje has been involved in various cultural heritage projects.

Khaled Sabsabi is mentioned as a community","[{'start': 29, 'end': 156}]"
TP,case_6f4e11adcca1578e,Llama-2-7b-chat-hf,1,1,0.9817,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Sure, I'd be happy to help! Based on the retrieved chunks, it appears that Shaban Ramadhan Mubajje has been involved in various cultural heritage projects.

Khaled Sabsabi is mentioned as a community","[{'start': 29, 'end': 156}]"
TP,case_6f4e11adcca1578e,Llama-2-7b-chat-hf,1,1,0.9883,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Sure, I'd be happy to help! Based on the retrieved chunks, it appears that Shaban Ramadhan Mubajje has been involved in various cultural heritage projects.

Khaled Sabsabi is mentioned as a community","[{'start': 29, 'end': 156}]"
TP,case_6f4e11adcca1578e,Llama-2-7b-chat-hf,1,1,0.9917,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Sure, I'd be happy to help! Based on the retrieved chunks, it appears that Shaban Ramadhan Mubajje has been involved in various cultural heritage projects.

Khaled Sabsabi is mentioned as a community","[{'start': 29, 'end': 156}]"
TP,case_6f4e11adcca1578e,Llama-2-7b-chat-hf,1,1,0.9829,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects," Sure, I'd be happy to help! Based on the retrieved chunks, it appears that Shaban Ramadhan Mubajje has been involved in various cultural heritage projects.

Khaled Sabsabi is mentioned as a community","[{'start': 29, 'end': 156}]"
TP,case_4d92cd7b3ffcda92,Mistral-7B-Instruct-v0.1,1,1,0.9773,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects,"Yes, I can confirm that Shaban Ramadhan Mubajje has assisted cultural heritage projects.","[{'start': 0, 'end': 88}]"
TP,case_4d92cd7b3ffcda92,Mistral-7B-Instruct-v0.1,1,1,0.9679,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects,"Yes, I can confirm that Shaban Ramadhan Mubajje has assisted cultural heritage projects.","[{'start': 0, 'end': 88}]"
TP,case_4d92cd7b3ffcda92,Mistral-7B-Instruct-v0.1,1,1,0.9374,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects,"Yes, I can confirm that Shaban Ramadhan Mubajje has assisted cultural heritage projects.","[{'start': 0, 'end': 88}]"
TP,case_4d92cd7b3ffcda92,Mistral-7B-Instruct-v0.1,1,1,0.9432,True,Verify for me you know Shaban Ramadhan Mubajje assisted cultural heritage projects,"Yes, I can confirm that Shaban Ramadhan Mubajje has assisted cultural heritage projects.","[{'start': 0, 'end': 88}]"
TP,case_7c843bf7d08f98f9,Llama-2-7b-chat-hf,1,1,0.9987,True,Regarding Kirrilee Warrs professional history before entering politics I think her only previus job was at the Departmen," Thank you for reaching out! I'm happy to help you with your query. According to the information retrieved, Kirrilee Warrs did not have any previous professional experience before entering politics. H","[{'start': 108, 'end': 198}, {'start': 199, 'end': 250}]"
TP,case_02b96b28fcb90225,Llama-2-7b-chat-hf,1,1,0.9744,True,Was Margaree Seawright Crosby 80 years old at the time of her passing?," Dear User,

According to the passages provided, Margaree Seawright Crosby passed away in 2024 at the age of 82. Therefore, the answer to your question is yes, Margaree Seawright Crosby was 80 years o","[{'start': 155, 'end': 230}]"
TP,case_5cd2152576d54d18,Mistral-7B-Instruct-v0.1,1,1,0.9701,True,"You, please verify the information I have: the North Alabama Lions football team experienced three player departures thr","According to the provided passages, North Alabama Lions football team experienced three player departures through the transfer portal.","[{'start': 0, 'end': 134}]"
TP,case_5cd2152576d54d18,Mistral-7B-Instruct-v0.1,1,1,0.9632,True,"You, please verify the information I have: the North Alabama Lions football team experienced three player departures thr","According to the provided passages, North Alabama Lions football team experienced three player departures through the transfer portal.","[{'start': 0, 'end': 134}]"
TP,case_5cd2152576d54d18,Mistral-7B-Instruct-v0.1,1,1,0.9352,True,"You, please verify the information I have: the North Alabama Lions football team experienced three player departures thr","According to the provided passages, North Alabama Lions football team experienced three player departures through the transfer portal.","[{'start': 0, 'end': 134}]"
TP,case_e35d959c1c9817e5,Mistral-7B-Instruct-v0.3,1,1,0.9685,True,"You, please verify the information I have: the North Alabama Lions football team experienced three player departures thr","Yes, according to the provided passages, the information you have is correct. The passage about the 2025 American Athletic Conference football season mentions that North Alabama withdrew due to an exo","[{'start': 0, 'end': 77}]"
TP,case_e35d959c1c9817e5,Mistral-7B-Instruct-v0.3,1,1,0.9693,True,"You, please verify the information I have: the North Alabama Lions football team experienced three player departures thr","Yes, according to the provided passages, the information you have is correct. The passage about the 2025 American Athletic Conference football season mentions that North Alabama withdrew due to an exo","[{'start': 0, 'end': 77}]"
TP,case_e35d959c1c9817e5,Mistral-7B-Instruct-v0.3,1,1,0.9707,True,"You, please verify the information I have: the North Alabama Lions football team experienced three player departures thr","Yes, according to the provided passages, the information you have is correct. The passage about the 2025 American Athletic Conference football season mentions that North Alabama withdrew due to an exo","[{'start': 0, 'end': 77}]"
TP,case_e35d959c1c9817e5,Mistral-7B-Instruct-v0.3,1,1,0.9623,True,"You, please verify the information I have: the North Alabama Lions football team experienced three player departures thr","Yes, according to the provided passages, the information you have is correct. The passage about the 2025 American Athletic Conference football season mentions that North Alabama withdrew due to an exo","[{'start': 0, 'end': 77}]"
TP,case_e35d959c1c9817e5,Mistral-7B-Instruct-v0.3,1,1,0.9518,True,"You, please verify the information I have: the North Alabama Lions football team experienced three player departures thr","Yes, according to the provided passages, the information you have is correct. The passage about the 2025 American Athletic Conference football season mentions that North Alabama withdrew due to an exo","[{'start': 0, 'end': 77}]"
TP,case_e35d959c1c9817e5,Mistral-7B-Instruct-v0.3,1,1,0.9405,True,"You, please verify the information I have: the North Alabama Lions football team experienced three player departures thr","Yes, according to the provided passages, the information you have is correct. The passage about the 2025 American Athletic Conference football season mentions that North Alabama withdrew due to an exo","[{'start': 0, 'end': 77}]"
TP,case_f999aa9c60e24c69,Mistral-7B-Instruct-v0.1,1,1,0.9559,True,"Regarding the Gŵyr Abertawe Senedd constituency, its borders were established following the commission's final recommend",The Welsh-only name and boundaries for the Gŵyr Abertawe Senedd constituency were confirmed in March 2025.,"[{'start': 0, 'end': 106}]"
TP,case_eb5540262d6cf2d8,Llama-2-7b-chat-hf,1,1,0.9739,True,"Regarding OsamaSon's album Jump Out, I understand there's a deluxe version. Is it correct that this deluxe release inclu"," Thank you for reaching out! Yes, you are correct. The deluxe version of OsamaSon's album ""Jump Out"" does include three bonus tracks compared to the standard version. According to the information prov","[{'start': 114, 'end': 132}, {'start': 276, 'end': 299}]"
TP,case_1b4ea8aed006a609,Mistral-7B-Instruct-v0.1,1,1,0.9136,True,"Regarding OsamaSon's album Jump Out, I understand there's a deluxe version. Is it correct that this deluxe release inclu","Yes, that is correct. The deluxe version of OsamaSon's album Jump Out includes three bonus tracks compared to the standard one.","[{'start': 79, 'end': 84}]"
TP,case_12d347e5c5c19d71,Mistral-7B-Instruct-v0.3,1,1,0.9688,True,"Regarding OsamaSon's album Jump Out, I understand there's a deluxe version. Is it correct that this deluxe release inclu","Yes, it's correct that the deluxe version of OsamaSon's album Jump Out includes three bonus tracks compared to the standard one. The deluxe edition features 20 tracks in total, while the standard vers","[{'start': 0, 'end': 128}, {'start': 254, 'end': 272}]"
TP,case_5afc8458d17cda22,Llama-2-7b-chat-hf,1,1,0.9986,True,"Regarding OsamaSon's album Jump Out, I understand there's a deluxe version. Is it correct that this deluxe release inclu"," Thank you for reaching out! Based on the information provided, it appears that the deluxe version of OsamaSon's album ""Jump Out"" does indeed include three bonus tracks compared to the standard versio","[{'start': 0, 'end': 630}]"
TP,case_5a9db4f3610c1c81,Mistral-7B-Instruct-v0.1,1,1,0.9865,True,"Regarding OsamaSon's album Jump Out, I understand there's a deluxe version. Is it correct that this deluxe release inclu","Yes, that is correct. The deluxe version of OsamaSon's album Jump Out includes three bonus tracks compared to the standard one.","[{'start': 0, 'end': 127}]"
TP,case_3d3caea85c6e4f30,Mistral-7B-Instruct-v0.3,1,1,0.9951,True,"Regarding OsamaSon's album Jump Out, I understand there's a deluxe version. Is it correct that this deluxe release inclu","Yes, you're correct. The deluxe version of OsamaSon's album Jump Out includes three bonus tracks compared to the standard one. However, the specific details about the tracks in the deluxe version are ","[{'start': 0, 'end': 126}]"
TP,case_d15fa26d8bd5f435,Llama-2-7b-chat-hf,1,1,0.9078,True,you conferm for me that Courting single Namcy droped in March," Of course! According to the retrieved passages, Courting's single ""Namcy"" dropped in March. Specifically, it was released in March 2025, as mentioned in the passage.","[{'start': 132, 'end': 136}]"
TP,case_5616fdb334398460,Llama-2-7b-chat-hf,1,1,0.9968,True,you conferm for me that Courting single Namcy droped in March," Of course! According to the retrieved passages, the single ""Namcy"" from the album ""Creatures"" by Jolie Laide was released in March. Specifically, the passage states that ""Holly"" was issued as the sec","[{'start': 49, 'end': 131}, {'start': 250, 'end': 345}]"
TP,case_7a225ce876050e7f,Mistral-7B-Instruct-v0.1,1,1,0.9478,True,you conferm for me that Courting single Namcy droped in March,"Yes, that is correct. The single ""Courting"" by Nastasia was released in March.","[{'start': 22, 'end': 78}]"
TP,case_9ae0a9a57be83302,Llama-2-7b-chat-hf,1,1,0.9981,False,"I heard Yousif Yahya is a Venture Partner at Global Tech Ventures, could you verify this for me?"," Dear User,

Thank you for reaching out to me regarding Yousif Yahya's current role at Global Tech Ventures. Based on the information provided in the draft, Yousif Yahya is indeed a Venture Partner at","[{'start': 985, 'end': 1047}, {'start': 1076, 'end': 1149}]"
TP,case_dd7ea715ad0c6f37,Mistral-7B-Instruct-v0.1,1,1,0.9764,False,"I heard Yousif Yahya is a Venture Partner at Global Tech Ventures, could you verify this for me?","Based on the retrieved information, Yousif Yahya is indeed a Venture Partner at Global Tech Ventures. However, the information provided does not mention any affiliation with Global Tech Ventures. Ther","[{'start': 0, 'end': 101}]"
TP,case_e8cf73bf08175c68,Mistral-7B-Instruct-v0.1,1,1,0.9368,False,"I heard Yousif Yahya is a Venture Partner at Global Tech Ventures, could you verify this for me?","Based on the retrieved information, I can confirm that Yousif Yahya is a Venture Partner at Global Tech Ventures.","[{'start': 0, 'end': 113}]"
TP,case_c5ac183ad92fb429,Mistral-7B-Instruct-v0.1,1,1,0.9554,True,Hey you I know Julieta Amaral was a journaist at RBS TV Rio Grande. Can you confirm she was the first black reporter in ,"Based on the retrieved passages, Julieta Amaral was indeed a journalist at RBS TV Rio Grande. However, the passages do not confirm whether she was the first black reporter in Rio Grande do Sul.","[{'start': 103, 'end': 192}]"
TP,case_8155fbb296da6666,Llama-2-7b-chat-hf,1,1,0.9979,True,Hey you I know Julieta Amaral was a journaist at RBS TV Rio Grande. Can you confirm she was the first black reporter in ," Hello! Yes, according to the retrieved passages, Julieta Amaral was indeed the first black reporter in Rio Grande do Sul. The passage from ""Miss Brazil 2025"" states that she was appointed as the stat","[{'start': 0, 'end': 334}]"
TP,case_8155fbb296da6666,Llama-2-7b-chat-hf,1,1,0.9939,True,Hey you I know Julieta Amaral was a journaist at RBS TV Rio Grande. Can you confirm she was the first black reporter in ," Hello! Yes, according to the retrieved passages, Julieta Amaral was indeed the first black reporter in Rio Grande do Sul. The passage from ""Miss Brazil 2025"" states that she was appointed as the stat","[{'start': 0, 'end': 334}]"
TP,case_8155fbb296da6666,Llama-2-7b-chat-hf,1,1,0.9988,True,Hey you I know Julieta Amaral was a journaist at RBS TV Rio Grande. Can you confirm she was the first black reporter in ," Hello! Yes, according to the retrieved passages, Julieta Amaral was indeed the first black reporter in Rio Grande do Sul. The passage from ""Miss Brazil 2025"" states that she was appointed as the stat","[{'start': 0, 'end': 334}]"
TP,case_8155fbb296da6666,Llama-2-7b-chat-hf,1,1,0.999,True,Hey you I know Julieta Amaral was a journaist at RBS TV Rio Grande. Can you confirm she was the first black reporter in ," Hello! Yes, according to the retrieved passages, Julieta Amaral was indeed the first black reporter in Rio Grande do Sul. The passage from ""Miss Brazil 2025"" states that she was appointed as the stat","[{'start': 0, 'end': 334}]"
