question_id,expanded_sample_id,source_model,source_split,source_row_index,partition,n_claims,n_hallucinations,gold_faithful,answer_length,n_chunks
1355,case_d5595b40027fa1f7,Llama-2-7b-chat-hf,train,1313,train,1,0,True,381,2
1355,case_0e6238d084c9a229,Mistral-7B-Instruct-v0.3,train,1313,train,2,0,True,328,2
717,case_f15d8d8cc24c6685,Llama-2-7b-chat-hf,train,1314,dev,2,0,True,126,2
717,case_fa4e19d2bc03db37,Mistral-7B-Instruct-v0.3,train,1314,dev,1,0,True,62,2
717,case_87b8e1e9ae424c1c,Llama-2-7b-chat-hf,train,1315,dev,1,0,True,224,2
717,case_5da32654f336eaac,Mistral-7B-Instruct-v0.3,train,1315,dev,1,0,True,199,2
1100,case_c7763a788654f56e,Llama-2-7b-chat-hf,train,1316,train,3,1,False,467,5
1100,case_d5d8c21a96020ae1,Mistral-7B-Instruct-v0.3,train,1316,train,1,2,False,217,5
1100,case_bc2a2c271e1c7ec3,Llama-2-7b-chat-hf,train,1317,train,2,1,False,248,5
1100,case_1a93d81845742254,Mistral-7B-Instruct-v0.3,train,1317,train,1,1,False,403,5
224,case_91aa1a3b76954e94,Llama-2-7b-chat-hf,train,1320,train,1,0,True,161,4
224,case_a29d5f6882a667d8,Mistral-7B-Instruct-v0.3,train,1320,train,2,0,True,129,4
224,case_e0e53682ac1484b8,Llama-2-7b-chat-hf,train,1321,train,1,1,False,161,4
224,case_b920da20a7d736c0,Mistral-7B-Instruct-v0.3,train,1321,train,1,0,True,236,4
742,case_d73e3adc6040793c,Llama-2-7b-chat-hf,train,1322,dev,6,1,False,630,1
742,case_10a19e949f9d2243,Mistral-7B-Instruct-v0.3,train,1322,dev,2,0,True,188,1
742,case_58755a26a9eba709,Llama-2-7b-chat-hf,train,1323,dev,3,1,False,506,1
742,case_8720f28291586298,Mistral-7B-Instruct-v0.3,train,1323,dev,2,0,True,298,1
259,case_d178db276af3e593,Llama-2-7b-chat-hf,train,1324,train,1,4,False,636,4
259,case_060722dadcae73b4,Mistral-7B-Instruct-v0.3,train,1324,train,1,0,True,123,4
259,case_df59a38aeba05e0d,Llama-2-7b-chat-hf,train,1325,train,1,1,False,486,4
259,case_145b048fa8a62a71,Mistral-7B-Instruct-v0.3,train,1325,train,1,1,False,503,4
1627,case_f557084481146075,Llama-2-7b-chat-hf,train,1326,train,4,2,False,1407,5
1627,case_732696c154deed2b,Mistral-7B-Instruct-v0.3,train,1326,train,1,0,True,102,5
1627,case_cfa94f1d6378d5e8,Llama-2-7b-chat-hf,train,1327,train,8,1,False,1168,5
1627,case_5f54aa00763644d2,Mistral-7B-Instruct-v0.3,train,1327,train,1,0,True,110,5
1738,case_f3ce6880ce40c894,Llama-2-7b-chat-hf,train,1328,train,4,2,False,254,1
1738,case_35036986dd7c5414,Mistral-7B-Instruct-v0.3,train,1328,train,1,0,True,188,1
1738,case_3f79000fc2ca0601,Llama-2-7b-chat-hf,train,1329,train,1,0,True,356,1
1738,case_d493def9488a9445,Mistral-7B-Instruct-v0.3,train,1329,train,1,0,True,239,1
2004,case_370c9be94ce8c1a7,Llama-2-7b-chat-hf,train,1334,train,2,2,False,635,4
2004,case_716a840468352b16,Mistral-7B-Instruct-v0.3,train,1334,train,1,0,True,510,4
2004,case_c1dabf8189cc752f,Llama-2-7b-chat-hf,train,1335,train,1,1,False,927,4
2004,case_8e0f983de445b654,Mistral-7B-Instruct-v0.3,train,1335,train,5,0,True,1062,4
2294,case_f543a0150ebcb21c,Llama-2-7b-chat-hf,train,1336,dev,2,1,False,202,3
2294,case_77f4665780dadb44,Mistral-7B-Instruct-v0.3,train,1336,dev,3,0,True,158,3
2294,case_233416860d67fca3,Llama-2-7b-chat-hf,train,1337,dev,1,1,False,347,3
2294,case_8704d1cb66714d61,Mistral-7B-Instruct-v0.3,train,1337,dev,1,0,True,364,3
2342,case_05e7e2b9da2ad845,Llama-2-7b-chat-hf,train,1340,train,1,3,False,501,3
2342,case_a7b9df959fe214bf,Mistral-7B-Instruct-v0.3,train,1340,train,1,1,False,406,3
2342,case_257859bcf045e463,Llama-2-7b-chat-hf,train,1341,train,1,1,False,772,3
2342,case_0a9cc653e4e8e475,Mistral-7B-Instruct-v0.3,train,1341,train,1,0,True,451,3
1276,case_c7178617315472e7,Llama-2-7b-chat-hf,train,1342,train,2,3,False,939,2
1276,case_920e93b3ca4f425c,Mistral-7B-Instruct-v0.3,train,1342,train,2,0,True,328,2
1276,case_64203d70add23daf,Llama-2-7b-chat-hf,train,1343,train,2,3,False,973,2
1276,case_f28e1a3dd4d7df86,Mistral-7B-Instruct-v0.3,train,1343,train,2,0,True,295,2
1455,case_01e50ba38c101fe0,Llama-2-7b-chat-hf,train,1344,train,2,0,True,152,1
1455,case_f3da36e063470517,Mistral-7B-Instruct-v0.3,train,1344,train,1,0,True,57,1
1455,case_c85dbbaebc5098fd,Llama-2-7b-chat-hf,train,1345,train,2,1,False,149,1
1455,case_8bf3b2cb72563db6,Mistral-7B-Instruct-v0.3,train,1345,train,1,0,True,120,1
1405,case_8aa3bf370a38648a,Llama-2-7b-chat-hf,train,1346,train,1,0,True,453,4
1405,case_4f50669819e70bf7,Mistral-7B-Instruct-v0.3,train,1346,train,1,0,True,321,4
1405,case_4f0f5287f8aee860,Llama-2-7b-chat-hf,train,1347,train,2,1,False,393,4
1405,case_6d618e51a28ca6eb,Mistral-7B-Instruct-v0.3,train,1347,train,1,0,True,239,4
315,case_779a7495b2458e2e,Llama-2-7b-chat-hf,train,1348,train,2,0,True,310,1
315,case_4699886bb500c31c,Mistral-7B-Instruct-v0.3,train,1348,train,1,0,True,185,1
315,case_fe013764632972b1,Llama-2-7b-chat-hf,train,1349,train,1,1,False,490,1
315,case_a3934d160166e7f1,Mistral-7B-Instruct-v0.3,train,1349,train,1,0,True,245,1
1818,case_c84fe5fd2b088987,Llama-2-7b-chat-hf,train,1350,dev,2,0,True,178,3
1818,case_4903f190767462a0,Mistral-7B-Instruct-v0.3,train,1350,dev,1,0,True,134,3
1818,case_ced60bd4398473f7,Llama-2-7b-chat-hf,train,1351,dev,1,1,False,312,3
1818,case_5d35c5fe0e8e791d,Mistral-7B-Instruct-v0.3,train,1351,dev,1,1,False,285,3
1127,case_bff384ac6f2b855b,Llama-2-7b-chat-hf,train,1352,train,1,1,False,164,5
1127,case_0484a6f0fbd18966,Mistral-7B-Instruct-v0.3,train,1352,train,1,1,False,130,5
1127,case_466154d81afa45d7,Llama-2-7b-chat-hf,train,1353,train,1,1,False,176,5
1127,case_d290f1c1376bd672,Mistral-7B-Instruct-v0.3,train,1353,train,1,2,False,185,5
513,case_706f57b2a042c27b,Llama-2-7b-chat-hf,train,1354,train,1,1,False,272,3
513,case_222da685a3aa488a,Mistral-7B-Instruct-v0.3,train,1354,train,1,0,True,135,3
513,case_eeefbcfb4117084a,Llama-2-7b-chat-hf,train,1355,train,1,1,False,476,3
513,case_d852ce2ab117d07f,Mistral-7B-Instruct-v0.3,train,1355,train,1,0,True,227,3
318,case_3a3d3a4cea6e0d97,Llama-2-7b-chat-hf,train,1356,dev,1,1,False,266,5
318,case_d32f1826cbb0fd3c,Mistral-7B-Instruct-v0.3,train,1356,dev,1,2,False,274,5
318,case_e307542917cb35ba,Llama-2-7b-chat-hf,train,1357,dev,1,1,False,524,5
318,case_adf1d5f2aa89935a,Mistral-7B-Instruct-v0.3,train,1357,dev,1,0,True,182,5
821,case_aedf3ad0fa95b4cd,Llama-2-7b-chat-hf,train,1358,train,2,0,True,171,3
821,case_7cb65efd8df32902,Mistral-7B-Instruct-v0.3,train,1358,train,1,0,True,140,3
821,case_cc49899e887ce5a7,Llama-2-7b-chat-hf,train,1359,train,2,0,True,379,3
821,case_9687e01302911fea,Mistral-7B-Instruct-v0.3,train,1359,train,2,0,True,338,3
160,case_d373c62f7c3f52cc,Llama-2-7b-chat-hf,train,1360,dev,2,2,False,483,1
160,case_536db694814fc7f5,Mistral-7B-Instruct-v0.3,train,1360,dev,1,0,True,221,1
160,case_2fea1c01f97373f0,Llama-2-7b-chat-hf,train,1361,dev,1,2,False,396,1
160,case_39475c0a69479c60,Mistral-7B-Instruct-v0.3,train,1361,dev,1,1,False,369,1
1257,case_9624c11b2a273f54,Llama-2-7b-chat-hf,train,1362,train,1,0,True,311,1
1257,case_eea846e3ccdbc0bd,Mistral-7B-Instruct-v0.3,train,1362,train,1,0,True,301,1
1257,case_bc796b2666aacf95,Llama-2-7b-chat-hf,train,1363,train,1,1,False,923,1
1257,case_9cd87cb04b30cb04,Mistral-7B-Instruct-v0.3,train,1363,train,1,0,True,1084,1
628,case_857cc0a917b1d46e,Llama-2-7b-chat-hf,train,1364,train,1,0,True,112,4
628,case_bd5a00882f82e3bd,Mistral-7B-Instruct-v0.3,train,1364,train,1,0,True,104,4
628,case_c6b30649fb27fee6,Llama-2-7b-chat-hf,train,1365,train,1,1,False,159,4
628,case_0e5f0498419bff2b,Mistral-7B-Instruct-v0.3,train,1365,train,1,1,False,338,4
243,case_1a5b31659172b9cb,Llama-2-7b-chat-hf,train,1366,train,2,0,True,140,4
243,case_14341225e6d2f6b8,Mistral-7B-Instruct-v0.3,train,1366,train,1,0,True,113,4
243,case_31ea056d3a159c06,Llama-2-7b-chat-hf,train,1367,train,3,1,False,242,4
243,case_92f5724483afa70a,Mistral-7B-Instruct-v0.3,train,1367,train,1,0,True,211,4
504,case_018909cb731dee39,Llama-2-7b-chat-hf,train,1368,train,1,1,False,409,1
504,case_41e6a09dd1545e21,Mistral-7B-Instruct-v0.3,train,1368,train,2,0,True,257,1
504,case_65b5592d7a940dc0,Llama-2-7b-chat-hf,train,1369,train,1,1,False,159,1
504,case_1ecc4b1e7b393c63,Mistral-7B-Instruct-v0.3,train,1369,train,1,0,True,393,1
9,case_1ae9c2a431a67935,Llama-2-7b-chat-hf,train,1372,train,2,0,True,455,5
9,case_d04e2a9c4a705722,Mistral-7B-Instruct-v0.3,train,1372,train,1,0,True,339,5
9,case_df7dafcbde768d93,Llama-2-7b-chat-hf,train,1373,train,1,0,True,274,5
9,case_a31cdefb99430c07,Mistral-7B-Instruct-v0.3,train,1373,train,1,0,True,399,5
812,case_3bd59b3a6d0f2887,Llama-2-7b-chat-hf,train,1374,train,2,2,False,348,3
812,case_13eda942c045bb0b,Mistral-7B-Instruct-v0.3,train,1374,train,1,0,True,122,3
812,case_200caab03d9e814d,Llama-2-7b-chat-hf,train,1375,train,2,1,False,441,3
812,case_37973e0a7735ec89,Mistral-7B-Instruct-v0.3,train,1375,train,2,0,True,425,3
467,case_4d8f3bb634b5b975,Llama-2-7b-chat-hf,train,1378,train,2,0,True,306,1
467,case_ade33a141f61c41a,Mistral-7B-Instruct-v0.3,train,1378,train,1,0,True,134,1
467,case_b570ee3168ec8180,Llama-2-7b-chat-hf,train,1379,train,5,0,True,855,1
467,case_e56fdd01dd6ffaed,Mistral-7B-Instruct-v0.3,train,1379,train,2,0,True,374,1
304,case_5cc4a5eb4cb560d9,Llama-2-7b-chat-hf,train,1380,dev,2,0,True,209,5
304,case_1e83babeb50be532,Mistral-7B-Instruct-v0.3,train,1380,dev,1,0,True,108,5
304,case_3c68696459d2cd52,Llama-2-7b-chat-hf,train,1381,dev,2,1,False,208,5
304,case_86a01f40d6a69fc0,Mistral-7B-Instruct-v0.3,train,1381,dev,1,1,False,239,5
432,case_5bb1d77c1d4d11e3,Llama-2-7b-chat-hf,train,1382,train,2,0,True,224,4
432,case_0da29c8cee45ef50,Mistral-7B-Instruct-v0.3,train,1382,train,1,0,True,134,4
432,case_38e0de7bbbcd4e9f,Llama-2-7b-chat-hf,train,1383,train,3,2,False,312,4
432,case_d0dd4f0845a31893,Mistral-7B-Instruct-v0.3,train,1383,train,2,0,True,222,4
847,case_7a2f77d3959c6ad2,Llama-2-7b-chat-hf,train,1384,train,2,1,False,140,3
847,case_d5cf47cd2f379e88,Mistral-7B-Instruct-v0.3,train,1384,train,1,0,True,88,3
847,case_b7f4cf3ea166b128,Llama-2-7b-chat-hf,train,1385,train,2,1,False,219,3
847,case_ecc69c450f4dcee8,Mistral-7B-Instruct-v0.3,train,1385,train,1,1,False,207,3
724,case_5c9a60fb46e58e71,Llama-2-7b-chat-hf,train,1390,train,1,0,True,155,1
724,case_73314cda0cf4ce1a,Mistral-7B-Instruct-v0.3,train,1390,train,1,0,True,196,1
724,case_cee1dc02df3cea5d,Llama-2-7b-chat-hf,train,1391,train,1,0,True,328,1
724,case_2b5a9abb87ba1d67,Mistral-7B-Instruct-v0.3,train,1391,train,1,0,True,225,1
1141,case_5bf5567489b9ccda,Llama-2-7b-chat-hf,train,1394,dev,3,1,False,650,2
1141,case_53db67712d97ae7b,Mistral-7B-Instruct-v0.3,train,1394,dev,2,0,True,258,2
1141,case_c772c0cc3e8f7b40,Llama-2-7b-chat-hf,train,1395,dev,4,0,True,869,2
1141,case_6e37d7f0620546fb,Mistral-7B-Instruct-v0.3,train,1395,dev,1,0,True,233,2
1679,case_0f92669247d75e13,Llama-2-7b-chat-hf,train,1396,train,2,0,True,225,1
1679,case_777b2585486a8f0d,Mistral-7B-Instruct-v0.3,train,1396,train,1,0,True,128,1
1679,case_6e73457909251379,Llama-2-7b-chat-hf,train,1397,train,2,0,True,582,1
1679,case_ae012fdc6d5e9100,Mistral-7B-Instruct-v0.3,train,1397,train,2,1,False,403,1
1552,case_97321983efbf8f45,Llama-2-7b-chat-hf,train,1398,train,2,0,True,187,3
1552,case_31f75bc9e8920753,Mistral-7B-Instruct-v0.3,train,1398,train,1,0,True,93,3
1552,case_ab5678af5e92d070,Llama-2-7b-chat-hf,train,1399,train,3,1,False,412,3
1552,case_2dd7c8dcb5cecbd1,Mistral-7B-Instruct-v0.3,train,1399,train,1,0,True,218,3
883,case_a15bcab2c1d422e6,Llama-2-7b-chat-hf,train,1400,train,2,1,False,471,3
883,case_0a90c1b17b09aadb,Mistral-7B-Instruct-v0.3,train,1400,train,1,0,True,132,3
883,case_3294098b6d37052d,Llama-2-7b-chat-hf,train,1401,train,4,0,True,639,3
883,case_ad2f2e1a5f517aa0,Mistral-7B-Instruct-v0.3,train,1401,train,2,0,True,438,3
621,case_9d468650f924f59c,Llama-2-7b-chat-hf,train,1402,train,1,2,False,619,4
621,case_1f142c86c1f30a40,Mistral-7B-Instruct-v0.3,train,1402,train,1,0,True,292,4
621,case_36d3e0d5cb72c098,Llama-2-7b-chat-hf,train,1403,train,2,3,False,531,4
621,case_4bad417023eda733,Mistral-7B-Instruct-v0.3,train,1403,train,2,2,False,379,4
1829,case_c6e43dc5a81170e1,Llama-2-7b-chat-hf,train,1404,train,2,0,True,189,2
1829,case_b743e5be19a265b7,Mistral-7B-Instruct-v0.3,train,1404,train,4,0,True,398,2
1829,case_4a4851c92a0c3552,Llama-2-7b-chat-hf,train,1405,train,1,1,False,297,2
1829,case_bfd6f937905a76c9,Mistral-7B-Instruct-v0.3,train,1405,train,1,1,False,288,2
2216,case_c02b8a551ffe070d,Llama-2-7b-chat-hf,train,1406,train,2,0,True,91,1
2216,case_87e2386eb8f49cdd,Mistral-7B-Instruct-v0.3,train,1406,train,1,0,True,50,1
2216,case_96ac73a93addea9f,Llama-2-7b-chat-hf,train,1407,train,2,1,False,81,1
2216,case_824a517b7595fd49,Mistral-7B-Instruct-v0.3,train,1407,train,1,1,False,100,1
1310,case_b1032d992c9ce944,Llama-2-7b-chat-hf,train,1408,train,1,0,True,179,1
1310,case_5a83cb208f6b376e,Mistral-7B-Instruct-v0.3,train,1408,train,1,0,True,129,1
1310,case_0a13def8fe3efebb,Llama-2-7b-chat-hf,train,1409,train,1,0,True,334,1
1310,case_44170d0395bafb74,Mistral-7B-Instruct-v0.3,train,1409,train,1,0,True,349,1
1314,case_b48a90e480830f16,Llama-2-7b-chat-hf,train,1411,train,1,0,True,150,1
1314,case_bf438f09d96274bd,Mistral-7B-Instruct-v0.3,train,1411,train,1,0,True,221,1
1314,case_12348b4934dfca04,Llama-2-7b-chat-hf,train,1412,train,1,1,False,178,1
1314,case_4131e411549d4632,Mistral-7B-Instruct-v0.3,train,1412,train,2,0,True,245,1
1935,case_434ec35da2d19ae6,Llama-2-7b-chat-hf,train,1415,train,1,0,True,225,3
1935,case_a98f882bfaac0be5,Mistral-7B-Instruct-v0.3,train,1415,train,1,0,True,140,3
1935,case_5fba737771ceb469,Llama-2-7b-chat-hf,train,1416,train,1,1,False,208,3
1935,case_23804bb6fdb2e4f5,Mistral-7B-Instruct-v0.3,train,1416,train,1,0,True,295,3
348,case_60a0794f70706869,Llama-2-7b-chat-hf,train,1417,train,2,0,True,112,1
348,case_f27c8aa75c9425e2,Mistral-7B-Instruct-v0.3,train,1417,train,1,0,True,74,1
348,case_deea2c3111fe094f,Llama-2-7b-chat-hf,train,1418,train,2,0,True,237,1
348,case_fe87fbbc7234923e,Mistral-7B-Instruct-v0.3,train,1418,train,1,0,True,399,1
118,case_c61bb94bf2025bd3,Llama-2-7b-chat-hf,train,1419,train,2,0,True,450,3
118,case_ca2376a9e5d19179,Mistral-7B-Instruct-v0.3,train,1419,train,2,0,True,294,3
118,case_ed5b7fe0fc6bb916,Llama-2-7b-chat-hf,train,1420,train,3,4,False,848,3
118,case_153cb2692e8871f1,Mistral-7B-Instruct-v0.3,train,1420,train,4,1,False,646,3
493,case_09ab432ae556bab4,Llama-2-7b-chat-hf,train,1423,train,2,1,False,252,1
493,case_9831f5a65849ad8b,Mistral-7B-Instruct-v0.3,train,1423,train,2,0,True,216,1
493,case_5049c60a850422f9,Llama-2-7b-chat-hf,train,1424,train,2,0,True,332,1
493,case_b50370a9949288d0,Mistral-7B-Instruct-v0.3,train,1424,train,1,0,True,201,1
1831,case_77c20cd421e0222c,Llama-2-7b-chat-hf,train,1425,train,1,0,True,838,3
1831,case_1ddefe61e6b741b5,Mistral-7B-Instruct-v0.3,train,1425,train,1,0,True,212,3
1831,case_4ff0fffed2ff1bf8,Llama-2-7b-chat-hf,train,1426,train,1,2,False,938,3
1831,case_c8f8779fb1d1eec2,Mistral-7B-Instruct-v0.3,train,1426,train,1,1,False,207,3
1882,case_f18362fe1e16da8a,Llama-2-7b-chat-hf,train,1427,train,3,1,False,490,1
1882,case_a5fcd462262dfbca,Mistral-7B-Instruct-v0.3,train,1427,train,1,0,True,99,1
1882,case_08a9dd174b6526a5,Llama-2-7b-chat-hf,train,1428,train,3,0,True,509,1
1882,case_24545dc741d078b5,Mistral-7B-Instruct-v0.3,train,1428,train,1,0,True,298,1
920,case_bbca52f906aee642,Llama-2-7b-chat-hf,train,1435,train,2,0,True,177,1
920,case_a3da6ff387d838df,Mistral-7B-Instruct-v0.3,train,1435,train,1,0,True,93,1
920,case_121879ff7cb7c2c1,Llama-2-7b-chat-hf,train,1436,train,2,1,False,157,1
920,case_cd02da4d2f40f205,Mistral-7B-Instruct-v0.3,train,1436,train,1,0,True,173,1
1004,case_c7de62f46c497c97,Llama-2-7b-chat-hf,train,1437,train,1,1,False,559,3
1004,case_eb354377d29b3ad6,Mistral-7B-Instruct-v0.3,train,1437,train,2,0,True,411,3
1004,case_3d2658fd1fddc62d,Llama-2-7b-chat-hf,train,1438,train,1,1,False,820,3
1004,case_518e0e852090b8fa,Mistral-7B-Instruct-v0.3,train,1438,train,1,1,False,560,3
1361,case_64b9c849e7f06488,Llama-2-7b-chat-hf,train,1439,dev,4,0,True,504,5
1361,case_a8733176307d8243,Mistral-7B-Instruct-v0.3,train,1439,dev,3,0,True,289,5
1361,case_f9aa054b0cb67f0b,Llama-2-7b-chat-hf,train,1440,dev,4,1,False,574,5
1361,case_740327f2c54d2369,Mistral-7B-Instruct-v0.3,train,1440,dev,1,0,True,383,5
1989,case_6008d4ccb5258a5c,Llama-2-7b-chat-hf,train,1441,dev,2,0,True,305,1
1989,case_10e8b110c8b6e6b5,Mistral-7B-Instruct-v0.3,train,1441,dev,1,0,True,159,1
1989,case_5e917a1e25f5d800,Llama-2-7b-chat-hf,train,1442,dev,1,3,False,565,1
1989,case_8393b5e1e7e1782c,Mistral-7B-Instruct-v0.3,train,1442,dev,1,0,True,322,1
241,case_fe3ce03f773ef7d3,Llama-2-7b-chat-hf,train,1445,train,2,1,False,311,4
241,case_c1e1ef260ebc3896,Mistral-7B-Instruct-v0.3,train,1445,train,1,0,True,147,4
241,case_eb7532bb22921271,Llama-2-7b-chat-hf,train,1446,train,2,1,False,348,4
241,case_875f5a483367b7f0,Mistral-7B-Instruct-v0.3,train,1446,train,1,0,True,184,4
1672,case_0ecbffd93f060925,Llama-2-7b-chat-hf,train,1447,train,2,1,False,203,4
1672,case_f0290742b43e9380,Mistral-7B-Instruct-v0.3,train,1447,train,1,0,True,79,4
1672,case_95664ba18645c245,Llama-2-7b-chat-hf,train,1448,train,4,1,False,313,4
1672,case_8fbb9addba9a38e5,Mistral-7B-Instruct-v0.3,train,1448,train,1,1,False,329,4
85,case_9050b117e7ff3c1b,Llama-2-7b-chat-hf,train,1449,train,4,1,False,410,5
85,case_51af7df5e3a2cd04,Mistral-7B-Instruct-v0.3,train,1449,train,2,0,True,221,5
85,case_0f3cc4b52fab6647,Llama-2-7b-chat-hf,train,1450,train,8,1,False,1448,5
85,case_d630976e95ba31c2,Mistral-7B-Instruct-v0.3,train,1450,train,2,0,True,226,5
2178,case_9ca591fe108d2c51,Llama-2-7b-chat-hf,train,1451,train,1,0,True,421,2
2178,case_5b2ccb2d7b46b4a2,Mistral-7B-Instruct-v0.3,train,1451,train,1,0,True,304,2
2178,case_041100a539fa042f,Llama-2-7b-chat-hf,train,1452,train,1,1,False,505,2
2178,case_56ddd2f743100ceb,Mistral-7B-Instruct-v0.3,train,1452,train,1,0,True,208,2
152,case_d24153cbb1963c68,Llama-2-7b-chat-hf,train,1453,train,2,1,False,249,1
152,case_e9089903ecd9055b,Mistral-7B-Instruct-v0.3,train,1453,train,1,0,True,171,1
152,case_4b45ab0f030cb83a,Llama-2-7b-chat-hf,train,1454,train,3,0,True,383,1
152,case_558e08ba09e3dc77,Mistral-7B-Instruct-v0.3,train,1454,train,1,0,True,382,1
1911,case_414eb63270a5f5fd,Llama-2-7b-chat-hf,train,1455,train,1,0,True,187,4
1911,case_18efe2ac2061e9b9,Mistral-7B-Instruct-v0.3,train,1455,train,1,1,False,160,4
1911,case_929640c2d2d79f5e,Llama-2-7b-chat-hf,train,1456,train,1,1,False,141,4
1911,case_1a96f7d3cb8e800d,Mistral-7B-Instruct-v0.3,train,1456,train,1,1,False,219,4
502,case_4f17acb023e61f25,Llama-2-7b-chat-hf,train,1457,train,1,0,True,462,3
502,case_a29fb2aad8a9d2eb,Mistral-7B-Instruct-v0.3,train,1457,train,1,0,True,324,3
502,case_deaede8435b910d9,Llama-2-7b-chat-hf,train,1458,train,1,0,True,521,3
502,case_3578fc5e6d033de5,Mistral-7B-Instruct-v0.3,train,1458,train,1,0,True,116,3
1462,case_8dacfa589c726a22,Llama-2-7b-chat-hf,train,1459,train,2,0,True,195,5
1462,case_e077577e017b2692,Mistral-7B-Instruct-v0.3,train,1459,train,2,1,False,228,5
1462,case_d01804c1fd39ae4b,Llama-2-7b-chat-hf,train,1460,train,3,1,False,196,5
1462,case_90a882cbcf3d1374,Mistral-7B-Instruct-v0.3,train,1460,train,1,0,True,210,5
1936,case_13e88ac6b6ef2f1b,Llama-2-7b-chat-hf,train,1461,train,1,1,False,330,2
1936,case_1cce827bfe27814e,Mistral-7B-Instruct-v0.3,train,1461,train,1,0,True,479,2
1936,case_c029fdde0e5dc583,Llama-2-7b-chat-hf,train,1462,train,6,1,False,722,2
1936,case_fb6914ae27b305b6,Mistral-7B-Instruct-v0.3,train,1462,train,2,1,False,727,2
1669,case_30ecab43193e3d46,Llama-2-7b-chat-hf,train,1463,dev,1,1,False,395,3
1669,case_95e9ea8c376b0f38,Mistral-7B-Instruct-v0.3,train,1463,dev,1,0,True,278,3
1669,case_0a6d13c6aaaba599,Llama-2-7b-chat-hf,train,1464,dev,1,0,True,551,3
1669,case_ac29b511c40e38f3,Mistral-7B-Instruct-v0.3,train,1464,dev,1,0,True,301,3
2142,case_33d27da097e4abeb,Llama-2-7b-chat-hf,train,1465,train,1,2,False,1076,1
2142,case_f69cb15c91bad613,Mistral-7B-Instruct-v0.3,train,1465,train,1,0,True,375,1
2142,case_9e639999df7140c2,Llama-2-7b-chat-hf,train,1466,train,2,3,False,894,1
2142,case_f97e19293caf5d23,Mistral-7B-Instruct-v0.3,train,1466,train,1,0,True,394,1
1048,case_ad582ccb4a3ec0f0,Llama-2-7b-chat-hf,train,1467,train,11,3,False,1846,5
1048,case_a160fa76d5f37f8c,Mistral-7B-Instruct-v0.3,train,1467,train,1,0,True,335,5
1422,case_42e2a535d2f77303,Llama-2-7b-chat-hf,train,1470,dev,2,2,False,251,3
1422,case_26bb4b10d4fc987f,Mistral-7B-Instruct-v0.3,train,1470,dev,1,1,False,145,3
1422,case_8bd029e5760f494a,Llama-2-7b-chat-hf,train,1471,dev,2,1,False,228,3
1422,case_cf227a9c8573d45c,Mistral-7B-Instruct-v0.3,train,1471,dev,1,0,True,358,3
95,case_bacf973b19c90ec8,Llama-2-7b-chat-hf,train,1476,train,3,0,True,364,2
95,case_8ac8f6a669decf6e,Mistral-7B-Instruct-v0.3,train,1476,train,2,0,True,249,2
95,case_36e25c4b7f8f7df9,Llama-2-7b-chat-hf,train,1477,train,2,0,True,706,2
95,case_21c518dceb348354,Mistral-7B-Instruct-v0.3,train,1477,train,1,0,True,233,2
888,case_b64b581d4dfda590,Llama-2-7b-chat-hf,train,1480,train,2,1,False,259,2
888,case_0541ac043a963fac,Mistral-7B-Instruct-v0.3,train,1480,train,2,0,True,119,2
888,case_b248c62e1a2861d0,Llama-2-7b-chat-hf,train,1481,train,3,2,False,201,2
888,case_a26cfd2f63670b8a,Mistral-7B-Instruct-v0.3,train,1481,train,2,0,True,182,2
806,case_d0184b462ea23535,Llama-2-7b-chat-hf,train,1482,train,1,0,True,529,2
806,case_114e32d75debd937,Mistral-7B-Instruct-v0.3,train,1482,train,1,0,True,247,2
806,case_2c64b061fa3fbe69,Llama-2-7b-chat-hf,train,1483,train,1,2,False,1093,2
806,case_ade89413832f5684,Mistral-7B-Instruct-v0.3,train,1483,train,1,1,False,725,2
1630,case_30adc12688c1f24a,Llama-2-7b-chat-hf,train,1484,train,1,0,True,152,5
1630,case_60522a6a1dacb44c,Mistral-7B-Instruct-v0.3,train,1484,train,1,0,True,100,5
1630,case_13741db15c8570fd,Llama-2-7b-chat-hf,train,1485,train,1,1,False,166,5
1630,case_ff5934a82f8c1fbb,Mistral-7B-Instruct-v0.3,train,1485,train,1,1,False,99,5
1342,case_2d300717a2c952e5,Llama-2-7b-chat-hf,train,1486,train,2,0,True,279,5
1342,case_9ba694411edbd34a,Mistral-7B-Instruct-v0.3,train,1486,train,1,0,True,89,5
1342,case_533d14b9811b7711,Llama-2-7b-chat-hf,train,1487,train,5,1,False,594,5
1342,case_b16fe0f4130b6ec5,Mistral-7B-Instruct-v0.3,train,1487,train,1,0,True,250,5
1787,case_f1efea6e586784d6,Llama-2-7b-chat-hf,train,1488,train,1,0,True,311,4
1787,case_03ac284b7b676a69,Mistral-7B-Instruct-v0.3,train,1488,train,1,0,True,73,4
1787,case_ea36614138cf0221,Llama-2-7b-chat-hf,train,1489,train,2,1,False,330,4
1787,case_bc83536a3726c36e,Mistral-7B-Instruct-v0.3,train,1489,train,1,1,False,342,4
974,case_b0267c6e02faa581,Llama-2-7b-chat-hf,train,1492,train,1,0,True,95,4
974,case_4acbf7a83659f75b,Mistral-7B-Instruct-v0.3,train,1492,train,1,0,True,197,4
974,case_5bdfa11e44cfa180,Llama-2-7b-chat-hf,train,1493,train,4,0,True,860,4
